---,MapType,StageID,StartDate,EndDate,RuleID
47,4,13100,2020-11-18 08:00:00,2020-11-25 06:00:00,13
48,8,13100,2020-11-18 08:00:00,2020-11-25 06:00:00,13
49,16,13100,2020-11-18 08:00:00,2020-11-25 06:00:00,13
50,4,12100,2020-11-25 08:00:00,2020-12-02 06:00:00,2
51,8,12100,2020-11-25 08:00:00,2020-12-02 06:00:00,2
52,16,12100,2020-11-25 08:00:00,2020-12-02 06:00:00,2
53,4,11200,2020-12-02 08:00:00,2020-12-09 06:00:00,1
54,8,11200,2020-12-02 08:00:00,2020-12-09 06:00:00,1
55,16,11200,2020-12-02 08:00:00,2020-12-09 06:00:00,1
56,4,10202,2020-12-09 08:00:00,2020-12-16 06:00:00,0
57,8,10202,2020-12-09 08:00:00,2020-12-16 06:00:00,0
58,16,10202,2020-12-09 08:00:00,2020-12-16 06:00:00,0
59,4,12200,2020-12-16 08:00:00,2020-12-23 06:00:00,4
60,8,12200,2020-12-16 08:00:00,2020-12-23 06:00:00,4
61,16,12200,2020-12-16 08:00:00,2020-12-23 06:00:00,4
62,4,11100,2020-12-23 08:00:00,2020-12-30 06:00:00,1
63,8,11100,2020-12-23 08:00:00,2020-12-30 06:00:00,1
64,16,11100,2020-12-23 08:00:00,2020-12-30 06:00:00,1
65,4,10102,2020-12-30 08:00:00,2021-01-06 06:00:00,0
66,8,10102,2020-12-30 08:00:00,2021-01-06 06:00:00,0
67,16,10102,2020-12-30 08:00:00,2021-01-06 06:00:00,0
68,4,13100,2021-01-06 08:00:00,2021-01-13 06:00:00,13
69,8,13100,2021-01-06 08:00:00,2021-01-13 06:00:00,13
70,16,13100,2021-01-06 08:00:00,2021-01-13 06:00:00,13
71,4,12100,2021-01-13 08:00:00,2021-01-20 06:00:00,2
72,8,12100,2021-01-13 08:00:00,2021-01-20 06:00:00,2
73,16,12100,2021-01-13 08:00:00,2021-01-20 06:00:00,2
74,4,11200,2021-01-20 08:00:00,2021-01-27 06:00:00,1
75,8,11200,2021-01-20 08:00:00,2021-01-27 06:00:00,1
76,16,11200,2021-01-20 08:00:00,2021-01-27 06:00:00,1
77,4,10202,2021-01-27 08:00:00,2021-02-03 06:00:00,0
78,8,10202,2021-01-27 08:00:00,2021-02-03 06:00:00,0
79,16,10202,2021-01-27 08:00:00,2021-02-03 06:00:00,0
80,4,12200,2021-02-03 08:00:00,2021-02-10 06:00:00,4
81,8,12200,2021-02-03 08:00:00,2021-02-10 06:00:00,4
82,16,12200,2021-02-03 08:00:00,2021-02-10 06:00:00,4
83,4,11100,2021-02-10 08:00:00,2021-02-17 06:00:00,1
84,8,11100,2021-02-10 08:00:00,2021-02-17 06:00:00,1
85,16,11100,2021-02-10 08:00:00,2021-02-17 06:00:00,1
86,4,10102,2021-02-17 08:00:00,2021-02-24 06:00:00,0
87,8,10102,2021-02-17 08:00:00,2021-02-24 06:00:00,0
88,16,10102,2021-02-17 08:00:00,2021-02-24 06:00:00,0
89,4,13100,2021-02-24 08:00:00,2021-03-03 06:00:00,13
90,8,13100,2021-02-24 08:00:00,2021-03-03 06:00:00,13
91,16,13100,2021-02-24 08:00:00,2021-03-03 06:00:00,13
92,4,12100,2021-03-03 08:00:00,2021-03-10 06:00:00,2
93,8,12100,2021-03-03 08:00:00,2021-03-10 06:00:00,2
94,16,12100,2021-03-03 08:00:00,2021-03-10 06:00:00,2
95,4,11200,2021-03-10 08:00:00,2021-03-17 06:00:00,1
96,8,11200,2021-03-10 08:00:00,2021-03-17 06:00:00,1
97,16,11200,2021-03-10 08:00:00,2021-03-17 06:00:00,1
98,4,10202,2021-03-17 08:00:00,2021-03-24 06:00:00,0
99,8,10202,2021-03-17 08:00:00,2021-03-24 06:00:00,0
100,16,10202,2021-03-17 08:00:00,2021-03-24 06:00:00,0
101,4,12200,2021-03-24 08:00:00,2021-03-31 06:00:00,4
102,8,12200,2021-03-24 08:00:00,2021-03-31 06:00:00,4
103,16,12200,2021-03-24 08:00:00,2021-03-31 06:00:00,4
104,4,11100,2021-03-31 08:00:00,2021-04-07 06:00:00,1
105,8,11100,2021-03-31 08:00:00,2021-04-07 06:00:00,1
106,16,11100,2021-03-31 08:00:00,2021-04-07 06:00:00,1
107,4,10102,2021-04-07 08:00:00,2021-04-14 06:00:00,0
108,8,10102,2021-04-07 08:00:00,2021-04-14 06:00:00,0
109,16,10102,2021-04-07 08:00:00,2021-04-14 06:00:00,0
110,4,13100,2021-04-14 08:00:00,2021-04-21 06:00:00,13
111,8,13100,2021-04-14 08:00:00,2021-04-21 06:00:00,13
112,16,13100,2021-04-14 08:00:00,2021-04-21 06:00:00,13
113,4,12100,2021-04-21 08:00:00,2021-04-28 06:00:00,2
114,8,12100,2021-04-21 08:00:00,2021-04-28 06:00:00,2
115,16,12100,2021-04-21 08:00:00,2021-04-28 06:00:00,2
116,4,11200,2021-04-28 08:00:00,2021-05-05 06:00:00,1
117,8,11200,2021-04-28 08:00:00,2021-05-05 06:00:00,1
118,16,11200,2021-04-28 08:00:00,2021-05-05 06:00:00,1
119,4,10202,2021-05-05 08:00:00,2021-05-12 06:00:00,0
120,8,10202,2021-05-05 08:00:00,2021-05-12 06:00:00,0
121,16,10202,2021-05-05 08:00:00,2021-05-12 06:00:00,0
122,4,12200,2021-05-12 08:00:00,2021-05-19 06:00:00,4
123,8,12200,2021-05-12 08:00:00,2021-05-19 06:00:00,4
124,16,12200,2021-05-12 08:00:00,2021-05-19 06:00:00,4
125,4,11100,2021-05-19 08:00:00,2021-05-26 06:00:00,1
126,8,11100,2021-05-19 08:00:00,2021-05-26 06:00:00,1
127,16,11100,2021-05-19 08:00:00,2021-05-26 06:00:00,1
128,4,10102,2021-05-26 08:00:00,2021-06-02 06:00:00,0
129,8,10102,2021-05-26 08:00:00,2021-06-02 06:00:00,0
130,16,10102,2021-05-26 08:00:00,2021-06-02 06:00:00,0
131,4,13100,2021-06-02 08:00:00,2021-06-09 06:00:00,13
132,8,13100,2021-06-02 08:00:00,2021-06-09 06:00:00,13
133,16,13100,2021-06-02 08:00:00,2021-06-09 06:00:00,13
134,4,12100,2021-06-09 08:00:00,2021-06-16 06:00:00,2
135,8,12100,2021-06-09 08:00:00,2021-06-16 06:00:00,2
136,16,12100,2021-06-09 08:00:00,2021-06-16 06:00:00,2
137,4,11200,2021-06-16 08:00:00,2021-06-23 06:00:00,1
138,8,11200,2021-06-16 08:00:00,2021-06-23 06:00:00,1
139,16,11200,2021-06-16 08:00:00,2021-06-23 06:00:00,1
140,4,10202,2021-06-23 08:00:00,2021-06-30 06:00:00,0
141,8,10202,2021-06-23 08:00:00,2021-06-30 06:00:00,0
142,16,10202,2021-06-23 08:00:00,2021-06-30 06:00:00,0
143,4,12200,2021-06-30 08:00:00,2021-07-07 06:00:00,4
144,8,12200,2021-06-30 08:00:00,2021-07-07 06:00:00,4
145,16,12200,2021-06-30 08:00:00,2021-07-07 06:00:00,4
146,4,11100,2021-07-07 08:00:00,2021-07-14 06:00:00,1
147,8,11100,2021-07-07 08:00:00,2021-07-14 06:00:00,1
148,16,11100,2021-07-07 08:00:00,2021-07-14 06:00:00,1
149,4,10102,2021-07-14 08:00:00,2021-07-21 06:00:00,0
150,8,10102,2021-07-14 08:00:00,2021-07-21 06:00:00,0
151,16,10102,2021-07-14 08:00:00,2021-07-21 06:00:00,0
152,4,13100,2021-07-21 08:00:00,2021-07-28 06:00:00,13
153,8,13100,2021-07-21 08:00:00,2021-07-28 06:00:00,13
154,16,13100,2021-07-21 08:00:00,2021-07-28 06:00:00,13
155,4,12100,2021-07-28 08:00:00,2021-08-04 06:00:00,2
156,8,12100,2021-07-28 08:00:00,2021-08-04 06:00:00,2
157,16,12100,2021-07-28 08:00:00,2021-08-04 06:00:00,2
158,4,11200,2021-08-04 08:00:00,2021-08-11 06:00:00,1
159,8,11200,2021-08-04 08:00:00,2021-08-11 06:00:00,1
160,16,11200,2021-08-04 08:00:00,2021-08-11 06:00:00,1
161,4,10202,2021-08-11 08:00:00,2021-08-18 06:00:00,0
162,8,10202,2021-08-11 08:00:00,2021-08-18 06:00:00,0
163,16,10202,2021-08-11 08:00:00,2021-08-18 06:00:00,0
164,4,12200,2021-08-18 08:00:00,2021-08-25 06:00:00,4
165,8,12200,2021-08-18 08:00:00,2021-08-25 06:00:00,4
166,16,12200,2021-08-18 08:00:00,2021-08-25 06:00:00,4
167,4,11100,2021-08-25 08:00:00,2021-09-01 06:00:00,1
168,8,11100,2021-08-25 08:00:00,2021-09-01 06:00:00,1
169,16,11100,2021-08-25 08:00:00,2021-09-01 06:00:00,1
170,4,10102,2021-09-01 08:00:00,2021-09-08 06:00:00,0
171,8,10102,2021-09-01 08:00:00,2021-09-08 06:00:00,0
172,16,10102,2021-09-01 08:00:00,2021-09-08 06:00:00,0
173,4,13100,2021-09-08 08:00:00,2021-09-15 06:00:00,13
174,8,13100,2021-09-08 08:00:00,2021-09-15 06:00:00,13
175,16,13100,2021-09-08 08:00:00,2021-09-15 06:00:00,13
176,4,12100,2021-09-15 08:00:00,2021-09-22 06:00:00,2
177,8,12100,2021-09-15 08:00:00,2021-09-22 06:00:00,2
178,16,12100,2021-09-15 08:00:00,2021-09-22 06:00:00,2
179,4,11200,2021-09-22 08:00:00,2021-09-29 06:00:00,1
180,8,11200,2021-09-22 08:00:00,2021-09-29 06:00:00,1
181,16,11200,2021-09-22 08:00:00,2021-09-29 06:00:00,1
182,4,10202,2021-09-29 08:00:00,2021-10-06 06:00:00,0
183,8,10202,2021-09-29 08:00:00,2021-10-06 06:00:00,0
184,16,10202,2021-09-29 08:00:00,2021-10-06 06:00:00,0
185,4,12200,2021-10-06 08:00:00,2021-10-13 06:00:00,4
186,8,12200,2021-10-06 08:00:00,2021-10-13 06:00:00,4
187,16,12200,2021-10-06 08:00:00,2021-10-13 06:00:00,4
188,4,11100,2021-10-13 08:00:00,2021-10-20 06:00:00,1
189,8,11100,2021-10-13 08:00:00,2021-10-20 06:00:00,1
190,16,11100,2021-10-13 08:00:00,2021-10-20 06:00:00,1
191,4,10102,2021-10-20 08:00:00,2021-10-27 06:00:00,0
192,8,10102,2021-10-20 08:00:00,2021-10-27 06:00:00,0
193,16,10102,2021-10-20 08:00:00,2021-10-27 06:00:00,0
194,4,13100,2021-10-27 08:00:00,2021-11-03 06:00:00,13
195,8,13100,2021-10-27 08:00:00,2021-11-03 06:00:00,13
196,16,13100,2021-10-27 08:00:00,2021-11-03 06:00:00,13
197,4,12100,2021-11-03 08:00:00,2021-11-10 06:00:00,2
198,8,12100,2021-11-03 08:00:00,2021-11-10 06:00:00,2
199,16,12100,2021-11-03 08:00:00,2021-11-10 06:00:00,2
200,4,11200,2021-11-10 08:00:00,2021-11-17 06:00:00,1
201,8,11200,2021-11-10 08:00:00,2021-11-17 06:00:00,1
202,16,11200,2021-11-10 08:00:00,2021-11-17 06:00:00,1
203,4,10202,2021-11-17 08:00:00,2021-11-24 06:00:00,0
204,8,10202,2021-11-17 08:00:00,2021-11-24 06:00:00,0
205,16,10202,2021-11-17 08:00:00,2021-11-24 06:00:00,0
206,4,12200,2021-11-24 08:00:00,2021-12-01 06:00:00,4
207,8,12200,2021-11-24 08:00:00,2021-12-01 06:00:00,4
208,16,12200,2021-11-24 08:00:00,2021-12-01 06:00:00,4
209,4,11100,2021-12-01 08:00:00,2021-12-08 06:00:00,1
210,8,11100,2021-12-01 08:00:00,2021-12-08 06:00:00,1
211,16,11100,2021-12-01 08:00:00,2021-12-08 06:00:00,1
212,4,10102,2021-12-08 08:00:00,2021-12-15 06:00:00,0
213,8,10102,2021-12-08 08:00:00,2021-12-15 06:00:00,0
214,16,10102,2021-12-08 08:00:00,2021-12-15 06:00:00,0
215,4,13100,2021-12-15 08:00:00,2021-12-22 06:00:00,13
216,8,13100,2021-12-15 08:00:00,2021-12-22 06:00:00,13
217,16,13100,2021-12-15 08:00:00,2021-12-22 06:00:00,13
218,4,12100,2021-12-22 08:00:00,2021-12-29 06:00:00,2
219,8,12100,2021-12-22 08:00:00,2021-12-29 06:00:00,2
220,16,12100,2021-12-22 08:00:00,2021-12-29 06:00:00,2
221,4,11200,2021-12-29 08:00:00,2022-01-05 06:00:00,1
222,8,11200,2021-12-29 08:00:00,2022-01-05 06:00:00,1
223,16,11200,2021-12-29 08:00:00,2022-01-05 06:00:00,1
224,4,10202,2022-01-05 08:00:00,2022-01-12 06:00:00,0
225,8,10202,2022-01-05 08:00:00,2022-01-12 06:00:00,0
226,16,10202,2022-01-05 08:00:00,2022-01-12 06:00:00,0
227,4,12200,2022-01-12 08:00:00,2022-01-19 06:00:00,4
228,8,12200,2022-01-12 08:00:00,2022-01-19 06:00:00,4
229,16,12200,2022-01-12 08:00:00,2022-01-19 06:00:00,4
230,4,11100,2022-01-19 08:00:00,2022-01-26 06:00:00,1
231,8,11100,2022-01-19 08:00:00,2022-01-26 06:00:00,1
232,16,11100,2022-01-19 08:00:00,2022-01-26 06:00:00,1
233,4,10102,2022-01-26 08:00:00,2030-01-01 06:00:00,0
234,8,10102,2022-01-26 08:00:00,2030-01-01 06:00:00,0
235,16,10102,2022-01-26 08:00:00,2030-01-01 06:00:00,0
236,256,300001,2019-12-18 08:00:00,2020-07-08 06:00:00,24
237,256,300002,2020-07-08 08:00:00,2020-07-15 06:00:00,24
238,256,300003,2020-07-15 08:00:00,2020-07-22 06:00:00,24
239,256,300004,2020-07-22 08:00:00,2020-07-29 06:00:00,24
240,256,300005,2020-07-29 08:00:00,2020-08-05 06:00:00,24
241,256,300006,2020-08-05 08:00:00,2020-08-12 06:00:00,24
242,256,300007,2020-08-12 08:00:00,2020-08-19 06:00:00,24
243,256,300001,2020-08-19 08:00:00,2020-08-26 06:00:00,24
244,256,300002,2020-08-26 08:00:00,2020-09-02 06:00:00,24
245,256,300003,2020-09-02 08:00:00,2020-09-09 06:00:00,24
246,256,300004,2020-09-09 08:00:00,2020-09-16 06:00:00,24
247,256,300005,2020-09-16 08:00:00,2020-09-23 06:00:00,24
248,256,300006,2020-09-23 08:00:00,2020-09-30 06:00:00,24
249,256,300007,2020-09-30 08:00:00,2020-10-07 06:00:00,24
250,256,300001,2020-10-07 08:00:00,2020-10-14 06:00:00,24
251,256,300002,2020-10-14 08:00:00,2020-10-21 06:00:00,24
252,256,300003,2020-10-21 08:00:00,2020-10-28 06:00:00,24
253,256,300004,2020-10-28 08:00:00,2020-11-04 06:00:00,24
254,256,300005,2020-11-04 08:00:00,2020-11-11 06:00:00,24
255,256,300006,2020-11-11 08:00:00,2020-11-18 06:00:00,24
256,256,300007,2020-11-18 08:00:00,2020-11-25 06:00:00,24
257,256,300001,2020-11-25 08:00:00,2020-12-02 06:00:00,24
258,256,300002,2020-12-02 08:00:00,2020-12-09 06:00:00,24
259,256,300003,2020-12-09 08:00:00,2020-12-16 06:00:00,24
260,256,300004,2020-12-16 08:00:00,2020-12-23 06:00:00,24
261,256,300005,2020-12-23 08:00:00,2020-12-30 06:00:00,24
262,256,300006,2020-12-30 08:00:00,2021-01-06 06:00:00,24
263,256,300007,2021-01-06 08:00:00,2021-01-13 06:00:00,24
264,256,300001,2021-01-13 08:00:00,2021-01-20 06:00:00,24
265,256,300002,2021-01-20 08:00:00,2021-01-27 06:00:00,24
266,256,300003,2021-01-27 08:00:00,2021-02-03 06:00:00,24
267,256,300004,2021-02-03 08:00:00,2021-02-10 06:00:00,24
268,256,300005,2021-02-10 08:00:00,2021-02-17 06:00:00,24
269,256,300006,2021-02-17 08:00:00,2021-02-24 06:00:00,24
270,256,300007,2021-02-24 08:00:00,2021-03-03 06:00:00,24
271,256,300001,2021-03-03 08:00:00,2021-03-10 06:00:00,24
272,256,300002,2021-03-10 08:00:00,2021-03-17 06:00:00,24
273,256,300003,2021-03-17 08:00:00,2021-03-24 06:00:00,24
274,256,300004,2021-03-24 08:00:00,2021-03-31 06:00:00,24
275,256,300005,2021-03-31 08:00:00,2021-04-07 06:00:00,24
276,256,300006,2021-04-07 08:00:00,2021-04-14 06:00:00,24
277,256,300007,2021-04-14 08:00:00,2021-04-21 06:00:00,24
278,256,300001,2021-04-21 08:00:00,2021-04-28 06:00:00,24
279,256,300002,2021-04-28 08:00:00,2021-05-05 06:00:00,24
280,256,300003,2021-05-05 08:00:00,2021-05-12 06:00:00,24
281,256,300004,2021-05-12 08:00:00,2021-05-19 06:00:00,24
282,256,300005,2021-05-19 08:00:00,2021-05-26 06:00:00,24
283,256,300006,2021-05-26 08:00:00,2021-06-02 06:00:00,24
284,256,300007,2021-06-02 08:00:00,2021-06-09 06:00:00,24
285,256,300001,2021-06-09 08:00:00,2021-06-16 06:00:00,24
286,256,300002,2021-06-16 08:00:00,2021-06-23 06:00:00,24
287,256,300003,2021-06-23 08:00:00,2021-06-30 06:00:00,24
288,256,300004,2021-06-30 08:00:00,2021-07-07 06:00:00,24
289,256,300005,2021-07-07 08:00:00,2021-07-14 06:00:00,24
290,256,300006,2021-07-14 08:00:00,2021-07-21 06:00:00,24
291,256,300007,2021-07-21 08:00:00,2021-07-28 06:00:00,24
292,256,300001,2021-07-28 08:00:00,2021-08-04 06:00:00,24
293,256,300002,2021-08-04 08:00:00,2021-08-11 06:00:00,24
294,256,300003,2021-08-11 08:00:00,2021-08-18 06:00:00,24
295,256,300004,2021-08-18 08:00:00,2021-08-25 06:00:00,24
296,256,300005,2021-08-25 08:00:00,2021-09-01 06:00:00,24
297,256,300006,2021-09-01 08:00:00,2021-09-08 06:00:00,24
298,256,300007,2021-09-08 08:00:00,2021-09-15 06:00:00,24
299,256,300001,2021-09-15 08:00:00,2021-09-22 06:00:00,24
300,256,300002,2021-09-22 08:00:00,2021-09-29 06:00:00,24
301,256,300003,2021-09-29 08:00:00,2021-10-06 06:00:00,24
302,256,300004,2021-10-06 08:00:00,2021-10-13 06:00:00,24
303,256,300005,2021-10-13 08:00:00,2021-10-20 06:00:00,24
304,256,300006,2021-10-20 08:00:00,2021-10-27 06:00:00,24
305,256,300007,2021-10-27 08:00:00,2021-11-03 06:00:00,24
306,256,300001,2021-11-03 08:00:00,2021-11-10 06:00:00,24
307,256,300002,2021-11-10 08:00:00,2021-11-17 06:00:00,24
308,256,300003,2021-11-17 08:00:00,2021-11-24 06:00:00,24
309,256,300004,2021-11-24 08:00:00,2021-12-01 06:00:00,24
310,256,300005,2021-12-01 08:00:00,2021-12-08 06:00:00,24
311,256,300006,2021-12-08 08:00:00,2021-12-15 06:00:00,24
312,256,300007,2021-12-15 08:00:00,2021-12-22 06:00:00,24
313,256,300001,2021-12-22 08:00:00,2021-12-29 06:00:00,24
314,256,300002,2021-12-29 08:00:00,2022-01-05 06:00:00,24
315,256,300003,2022-01-05 08:00:00,2022-01-12 06:00:00,24
316,256,300004,2022-01-12 08:00:00,2022-01-19 06:00:00,24
317,256,300005,2022-01-19 08:00:00,2022-01-26 06:00:00,24
318,256,300006,2022-01-26 08:00:00,2022-02-02 06:00:00,24
319,256,300007,2022-02-02 08:00:00,2030-01-01 06:00:00,24
320,512,20001,2020-04-01 08:00:00,2020-10-14 06:00:00,0
321,512,20002,2020-10-14 08:00:00,2020-10-28 06:00:00,0
322,512,20004,2020-10-28 08:00:00,2020-11-11 06:00:00,0
323,512,20001,2020-11-11 08:00:00,2020-11-18 06:00:00,0
324,512,20002,2020-11-18 08:00:00,2020-11-25 06:00:00,0
325,512,20004,2020-11-25 08:00:00,2020-12-02 06:00:00,0
326,512,20001,2020-12-02 08:00:00,2020-12-09 06:00:00,0
327,512,20002,2020-12-09 08:00:00,2020-12-16 06:00:00,0
328,512,20004,2020-12-16 08:00:00,2020-12-23 06:00:00,0
329,512,20001,2020-12-23 08:00:00,2020-12-30 06:00:00,0
330,512,20002,2020-12-30 08:00:00,2021-01-06 06:00:00,0
331,512,20004,2021-01-06 08:00:00,2021-01-13 06:00:00,0
332,512,20001,2021-01-13 08:00:00,2021-01-20 06:00:00,0
333,512,20002,2021-01-20 08:00:00,2021-01-27 06:00:00,0
334,512,20004,2021-01-27 08:00:00,2021-02-03 06:00:00,0
335,512,20001,2021-02-03 08:00:00,2021-02-10 06:00:00,0
336,512,20002,2021-02-10 08:00:00,2021-02-17 06:00:00,0
337,512,20004,2021-02-17 08:00:00,2021-02-24 06:00:00,0
338,512,20001,2021-02-24 08:00:00,2021-03-03 06:00:00,0
339,512,20002,2021-03-03 08:00:00,2021-03-10 06:00:00,0
340,512,20004,2021-03-10 08:00:00,2021-03-17 06:00:00,0
341,512,20001,2021-03-17 08:00:00,2021-03-24 06:00:00,0
342,512,20002,2021-03-24 08:00:00,2021-03-31 06:00:00,0
343,512,20004,2021-03-31 08:00:00,2021-04-07 06:00:00,0
344,512,20001,2021-04-07 08:00:00,2021-04-14 06:00:00,0
345,512,20002,2021-04-14 08:00:00,2021-04-21 06:00:00,0
346,512,20004,2021-04-21 08:00:00,2021-04-28 06:00:00,0
347,512,20001,2021-04-28 08:00:00,2021-05-05 06:00:00,0
348,512,20002,2021-05-05 08:00:00,2021-05-12 06:00:00,0
349,512,20004,2021-05-12 08:00:00,2021-05-19 06:00:00,0
350,512,20001,2021-05-19 08:00:00,2021-05-26 06:00:00,0
351,512,20002,2021-05-26 08:00:00,2021-06-02 06:00:00,0
352,512,20004,2021-06-02 08:00:00,2021-06-09 06:00:00,0
353,512,20001,2021-06-09 08:00:00,2021-06-16 06:00:00,0
354,512,20002,2021-06-16 08:00:00,2021-06-23 06:00:00,0
355,512,20004,2021-06-23 08:00:00,2021-06-30 06:00:00,0
356,512,20001,2021-06-30 08:00:00,2021-07-07 06:00:00,0
357,512,20002,2021-07-07 08:00:00,2021-07-14 06:00:00,0
358,512,20004,2021-07-14 08:00:00,2021-07-21 06:00:00,0
359,512,20001,2021-07-21 08:00:00,2021-07-28 06:00:00,0
360,512,20002,2021-07-28 08:00:00,2021-08-04 06:00:00,0
361,512,20004,2021-08-04 08:00:00,2021-08-11 06:00:00,0
362,512,20001,2021-08-11 08:00:00,2021-08-18 06:00:00,0
363,512,20002,2021-08-18 08:00:00,2021-08-25 06:00:00,0
364,512,20004,2021-08-25 08:00:00,2021-09-01 06:00:00,0
365,512,20001,2021-09-01 08:00:00,2021-09-08 06:00:00,0
366,512,20002,2021-09-08 08:00:00,2021-09-15 06:00:00,0
367,512,20004,2021-09-15 08:00:00,2021-09-22 06:00:00,0
368,512,20001,2021-09-22 08:00:00,2021-09-29 06:00:00,0
369,512,20002,2021-09-29 08:00:00,2021-10-06 06:00:00,0
370,512,20004,2021-10-06 08:00:00,2021-10-13 06:00:00,0
371,512,20001,2021-10-13 08:00:00,2021-10-20 06:00:00,0
372,512,20002,2021-10-20 08:00:00,2021-10-27 06:00:00,0
373,512,20004,2021-10-27 08:00:00,2021-11-03 06:00:00,0
374,512,20001,2021-11-03 08:00:00,2021-11-10 06:00:00,0
375,512,20002,2021-11-10 08:00:00,2021-11-17 06:00:00,0
376,512,20004,2021-11-17 08:00:00,2021-11-24 06:00:00,0
377,512,20001,2021-11-24 08:00:00,2021-12-01 06:00:00,0
378,512,20002,2021-12-01 08:00:00,2021-12-08 06:00:00,0
379,512,20004,2021-12-08 08:00:00,2021-12-15 06:00:00,0
380,512,20001,2021-12-15 08:00:00,2021-12-22 06:00:00,0
381,512,20002,2021-12-22 08:00:00,2021-12-29 06:00:00,0
382,512,20004,2021-12-29 08:00:00,2022-01-05 06:00:00,0
383,512,20001,2022-01-05 08:00:00,2022-01-12 06:00:00,0
384,512,20002,2022-01-12 08:00:00,2022-01-19 06:00:00,0
385,512,20004,2022-01-19 08:00:00,2022-01-26 06:00:00,0
386,512,20001,2022-01-26 08:00:00,2022-02-02 06:00:00,0
387,512,20002,2022-02-02 08:00:00,2022-02-09 06:00:00,0
388,512,20004,2022-02-09 08:00:00,2022-02-16 06:00:00,0
389,512,20001,2022-02-16 08:00:00,2022-02-23 06:00:00,0
390,512,20002,2022-02-23 08:00:00,2022-03-02 06:00:00,0
391,512,20004,2022-03-02 08:00:00,2022-03-09 06:00:00,0
392,512,20001,2022-03-09 08:00:00,2022-03-16 06:00:00,0
393,512,20002,2022-03-16 08:00:00,2022-03-23 06:00:00,0
394,512,20004,2022-03-23 08:00:00,2022-03-30 06:00:00,0
395,512,20001,2022-03-30 08:00:00,2022-04-06 06:00:00,0
396,512,20002,2022-04-06 08:00:00,2022-04-13 06:00:00,0
397,512,20004,2022-04-13 08:00:00,2022-04-20 06:00:00,0
