---,QuestId,Name,BuddyId,Order,IsReChallenge,Difficulty,KindId,ModeId,IsDev
125,1133,宇宙でめぐり会う二人２【7/14まで】,1,133,False,2,55,30,False
126,1134,宇宙でめぐり会う二人３【7/14まで】,1,134,False,2,56,30,False
127,1135,宇宙でめぐり会う二人４【7/14まで】,1,135,False,3,57,1,False
128,1136,初夏を駆ける１【8/4まで】,1,136,False,1,58,30,False
129,1137,初夏を駆ける２【8/4まで】,1,137,False,2,59,30,False
130,1138,初夏を駆ける３【8/4まで】,1,138,False,3,60,30,False
131,1139,初夏を駆ける４【8/4まで】,1,139,False,3,61,30,False
132,1140,あっちぃーの夏盛り！１【8/25まで】,1,140,False,1,62,30,False
133,1141,あっちぃーの夏盛り！２【8/25まで】,1,141,False,2,63,30,False
134,1142,あっちぃーの夏盛り！３【8/25まで】,1,142,False,2,64,1,False
135,1143,あっちぃーの夏盛り！４【8/25まで】,1,143,False,3,65,1,False
136,2001,エア・リアル殲滅作戦１,2,1,True,1,0,1,False
137,2002,マグ殲滅作戦１,2,2,True,1,0,1,False
138,2003,ポート奪還作戦１,2,3,True,1,0,1,False
139,2004,Sマグ討伐作戦,2,4,True,2,0,1,False
140,2005,アサルトの実戦１,2,5,True,2,0,1,False
141,2006,ヴァンガードの実戦１,2,6,True,2,0,1,False
142,2007,サポートの実戦１,2,7,True,2,0,1,False
143,2008,射撃武器の訓練１,2,8,True,3,0,1,False
144,2009,格闘武器の訓練１,2,9,True,3,0,1,False
145,2010,戦略的撤退,2,10,False,1,0,1,False
146,2011,レイカからの依頼１,2,11,False,1,0,1,False
147,2012,コミュニケーション,2,12,False,1,0,1,False
148,2013,勝利の星,2,13,False,2,0,1,False
149,2014,クリスマス作戦１【12/25まで】,2,14,True,1,1,1,False
150,2015,クリスマス作戦２【12/25まで】,2,15,True,2,2,1,False
151,2016,クリスマス作戦３【12/25まで】,2,16,True,4,3,1,False
152,2017,お正月クエスト【1/31まで】,2,17,True,1,4,1,False
153,2018,作戦報告,2,18,False,1,0,1,False
154,2019,タワー破壊作戦,2,19,True,2,0,1,True
155,2020,レイカと特訓１,2,20,True,3,0,1,True
156,2021,レイカからの依頼２,2,21,False,2,0,1,False
157,2022,エア・グランデ討伐作戦,2,22,True,2,0,1,False
158,2023,敵兵器破壊作戦,2,23,True,3,0,1,True
159,2024,飛行訓練,2,24,False,2,0,1,False
160,2025,ポート防衛作戦,2,25,True,3,0,1,True
161,2026,レイカと特訓２,2,26,True,4,0,1,True
162,2027,アクロバティック飛行,2,27,False,1,0,1,False
163,2028,ベストプレイヤー,2,28,True,3,0,1,True
164,2029,トッププレイヤー,2,29,True,4,0,1,True
165,2030,チョコレート作戦,2,30,True,2,0,1,True
166,2031,お内裏様とお雛様？,2,31,True,2,0,1,True
167,2032,天の川を翔ける,2,32,True,2,0,1,True
168,2033,夏祭り射的作戦,2,33,True,2,0,1,True
169,2034,お菓子か弾丸か,2,34,True,2,0,1,True
170,2035,星のバレンタイン【2/14まで】,2,35,True,1,5,1,False
171,2037,レイカの誕生日１【3/3まで】,2,36,False,1,0,1,False
172,2038,レイカの誕生日２【3/3まで】,2,37,False,1,0,1,False
173,2039,レイカの誕生日３【3/3まで】,2,38,False,2,0,1,False
174,2040,レイカの誕生日４【3/3まで】,2,39,False,3,0,1,False
175,2041,戦術的戦闘訓練１,2,40,True,2,0,1,False
176,2042,レイカとスキルアップ１,2,41,False,1,0,1,False
177,2043,アサルトの実戦２,2,42,True,2,0,1,False
178,2044,ヴァンガードの実戦２,2,43,True,2,0,1,False
179,2045,サポートの実戦２,2,44,True,2,0,1,False
180,2046,レイカとスキルアップ２,2,45,False,2,0,1,False
181,2047,For the Win,2,46,False,2,0,1,False
182,2048,天駆ける星の煌めき,2,47,False,3,0,1,True
183,2049,6月の花嫁１【6/25まで】,2,48,True,1,6,1,False
184,2050,6月の花嫁２【6/25まで】,2,49,False,2,0,1,False
185,2051,6月の花嫁３【6/25まで】,2,50,False,3,0,1,False
186,2052,夏だ！みんな集合【7/30まで】,2,51,False,1,7,1,False
187,2053,あつはなっちぃーぜ！【7/30まで】,2,52,False,2,8,1,False
188,2054,あっちぃ勝負！【7/30まで】,2,53,False,3,9,1,False
189,2055,負けねぇぜ！！【7/30まで】,2,54,False,3,10,1,False
190,2056,Fighting Spirit,2,55,True,3,0,1,False
191,2057,レイカの特別指導１,2,56,False,1,0,1,False
192,2058,君と私で,2,57,False,1,0,1,False
193,2059,２つの翼,2,58,False,2,0,1,False
194,2060,絆の力,2,59,False,2,0,1,False
195,2061,背中は預けた,2,60,True,3,14,1,False
196,2066,月より団子１【10/10まで】,2,61,False,1,15,1,False
197,2067,月より団子２【10/10まで】,2,62,False,2,16,1,False
198,2068,月より団子３【10/10まで】,2,63,False,2,17,1,False
199,2069,月より団子４【10/10まで】,2,64,False,3,18,1,False
200,2070,ベロベロバー！１【11/14まで】,2,65,False,1,19,1,False
201,2071,ベロベロバー！２【11/14まで】,2,66,False,2,20,1,False
202,2072,ベロベロバー！３【11/14まで】,2,67,False,2,21,1,False
203,2073,ベロベロバー！４【11/14まで】,2,68,False,3,22,1,False
204,2074,キザナ共闘戦線クエスト1,2,69,False,1,23,20,False
205,2075,キザナ共闘戦線クエスト2,2,70,False,1,24,20,False
206,2076,キザナ共闘戦線クエスト3,2,71,False,1,25,20,False
207,2077,キザナ共闘戦線クエスト4,2,72,False,2,26,20,False
208,2078,キザナ共闘戦線クエスト5,2,73,False,2,27,20,False
209,2079,キザナ共闘戦線クエスト6,2,74,False,2,28,20,False
210,2080,キザナ共闘戦線クエスト7,2,75,False,3,29,20,False
211,2081,防御は最大の攻撃,2,76,False,1,0,1,False
212,2082,速さが足りない！！,2,77,False,1,0,1,False
213,2083,トリガーハッピー♪,2,78,False,2,0,30,False
214,2084,最の高なクリスマスを１【12/29まで】,2,79,False,1,30,30,False
215,2085,最の高なクリスマスを２【12/29まで】,2,80,False,2,31,30,False
216,2086,最の高なクリスマスを３【12/29まで】,2,81,False,2,32,30,False
217,2087,最の高なクリスマスを４【12/29まで】,2,82,False,3,33,30,False
218,2088,お正月チャレンジクエスト１【1/21まで】,2,83,False,1,34,30,False
219,2089,お正月チャレンジクエスト２【1/21まで】,2,84,False,2,35,30,False
220,2090,お正月チャレンジクエスト３【1/21まで】,2,85,False,3,0,30,False
221,2091,お正月チャレンジクエスト４【1/21まで】,2,86,False,3,36,30,False
222,2092,チョコっと甘～い出撃１【2/18まで】,2,87,False,1,38,30,False
223,2093,チョコっと甘～い出撃２【2/18まで】,2,88,False,2,39,30,False
224,2094,チョコっと甘～い出撃３【2/18まで】,2,89,False,3,40,30,False
225,2095,チョコっと甘～い出撃４【2/18まで】,2,90,False,3,41,30,False
226,2100,ズバッとやって、カッキーン,2,100,False,2,0,30,False
227,2101,油断大敵なお姉さん,2,101,False,2,0,30,False
228,2102,敵のエア・グランデを発見！,2,102,False,2,0,30,False
229,2103,完全無欠のキラキラリーン☆,2,103,False,2,0,30,False
230,2104,レイカの誕生日２－１【3/3まで】,2,104,False,1,0,30,False
231,2105,レイカの誕生日２－２【3/3まで】,2,105,False,2,0,30,False
232,2106,レイカの誕生日２－３【3/3まで】,2,106,False,3,0,30,False
233,2107,レイカの誕生日２－４【3/3まで】,2,107,False,3,0,1,False
234,2108,ヒカリの誕生日２－１【5/5まで】,2,108,False,1,0,30,False
235,2109,ヒカリの誕生日２－２【5/5まで】,2,109,False,2,0,30,False
236,2110,ヒカリの誕生日２－３【5/5まで】,2,110,False,3,0,30,False
237,2111,ヒカリの誕生日２－４【5/5まで】,2,111,False,3,0,1,False
238,2112,カズマの誕生日２－１【6/23まで】,2,112,False,1,0,30,False
239,2113,カズマの誕生日２－２【6/23まで】,2,113,False,2,0,30,False
240,2114,カズマの誕生日２－３【6/23まで】,2,114,False,3,0,30,False
241,2115,カズマの誕生日２－４【6/23まで】,2,115,False,3,0,1,False
242,2116,シャーリーの誕生日２－１【8/18まで】,2,116,False,1,0,30,False
243,2117,シャーリーの誕生日２－２【8/18まで】,2,117,False,2,0,30,False
244,2118,シャーリーの誕生日２－３【8/18まで】,2,118,False,3,0,30,False
245,2119,シャーリーの誕生日２－４【8/18まで】,2,119,False,3,0,1,False
246,2120,お返しチョ～だい！１【3/24まで】,2,120,False,1,42,30,False
247,2121,お返しチョ～だい！２【3/24まで】,2,121,False,2,43,30,False
248,2122,お返しチョ～だい！３【3/24まで】,2,122,False,3,44,30,False
249,2123,お返しチョ～だい！４【3/24まで】,2,123,False,3,45,1,False
250,2124,花より団子だべ１【4/14まで】,2,124,False,1,46,30,False
251,2125,花より団子だべ２【4/14まで】,2,125,False,2,47,30,False
252,2126,花より団子だべ３【4/14まで】,2,126,False,3,48,30,False
253,2127,花より団子だべ４【4/14まで】,2,127,False,3,49,1,False
254,2128,あっぱれ五月晴れ！１【5/26まで】,2,128,False,1,50,30,False
255,2129,あっぱれ五月晴れ！２【5/26まで】,2,129,False,2,51,30,False
256,2130,あっぱれ五月晴れ！３【5/26まで】,2,130,False,2,52,30,False
257,2131,あっぱれ五月晴れ！４【5/26まで】,2,131,False,3,53,30,False
258,2132,宇宙でめぐり会う二人１【7/14まで】,2,132,False,1,54,30,False
259,2133,宇宙でめぐり会う二人２【7/14まで】,2,133,False,2,55,30,False
260,2134,宇宙でめぐり会う二人３【7/14まで】,2,134,False,2,56,30,False
261,2135,宇宙でめぐり会う二人４【7/14まで】,2,135,False,3,57,1,False
262,2136,初夏を駆ける１【8/4まで】,2,136,False,1,58,30,False
263,2137,初夏を駆ける２【8/4まで】,2,137,False,2,59,30,False
264,2138,初夏を駆ける３【8/4まで】,2,138,False,3,60,30,False
265,2139,初夏を駆ける４【8/4まで】,2,139,False,3,61,30,False
266,2140,あっちぃーの夏盛り！１【8/25まで】,2,140,False,1,62,30,False
267,2141,あっちぃーの夏盛り！２【8/25まで】,2,141,False,2,63,30,False
268,2142,あっちぃーの夏盛り！３【8/25まで】,2,142,False,2,64,1,False
269,2143,あっちぃーの夏盛り！４【8/25まで】,2,143,False,3,65,1,False
270,3001,エア・リアル殲滅作戦１,3,1,True,1,0,1,False
271,3002,マグ殲滅作戦１,3,2,True,1,0,1,False
272,3003,ポート奪還作戦１,3,3,True,1,0,1,False
273,3004,Sマグ討伐作戦,3,4,True,2,0,1,False
274,3005,アサルトの実戦１,3,5,True,2,0,1,False
275,3006,ヴァンガードの実戦１,3,6,True,2,0,1,False
276,3007,サポートの実戦１,3,7,True,2,0,1,False
277,3008,射撃武器の訓練１,3,8,True,3,0,1,False
278,3009,格闘武器の訓練１,3,9,True,3,0,1,False
279,3010,戦略的撤退,3,10,False,1,0,1,False
280,3011,シャーリーからの依頼１,3,11,False,1,0,1,False
281,3012,コミュニケーション,3,12,False,1,0,1,False
282,3013,勝利の星,3,13,False,2,0,1,False
283,3014,クリスマス作戦１【12/25まで】,3,14,True,1,1,1,False
284,3015,クリスマス作戦２【12/25まで】,3,15,True,2,2,1,False
285,3016,クリスマス作戦３【12/25まで】,3,16,True,4,3,1,False
286,3017,お正月クエスト【1/31まで】,3,17,True,1,4,1,False
287,3018,作戦報告,3,18,False,1,0,1,False
288,3019,タワー破壊作戦,3,19,True,2,0,1,True
289,3020,シャーリーと特訓１,3,20,True,3,0,1,True
290,3021,シャーリーからの依頼２,3,21,False,2,0,1,False
291,3022,エア・グランデ討伐作戦,3,22,True,2,0,1,False
292,3023,敵兵器破壊作戦,3,23,True,3,0,1,True
293,3024,飛行訓練,3,24,False,2,0,1,False
294,3025,ポート防衛作戦,3,25,True,3,0,1,True
295,3026,シャーリーと特訓２,3,26,True,4,0,1,True
296,3027,アクロバティック飛行,3,27,False,1,0,1,False
297,3028,ベストプレイヤー,3,28,True,3,0,1,True
298,3029,トッププレイヤー,3,29,True,4,0,1,True
299,3030,チョコレート作戦,3,30,True,2,0,1,True
300,3031,お内裏様とお雛様？,3,31,True,2,0,1,True
301,3032,天の川を翔ける,3,32,True,2,0,1,True
302,3033,夏祭り射的作戦,3,33,True,2,0,1,True
303,3034,お菓子か弾丸か,3,34,True,2,0,1,True
304,3035,星のバレンタイン【2/14まで】,3,35,True,1,5,1,False
305,3037,シャーリーの誕生日１【8/18まで】,3,36,False,1,0,1,False
306,3038,シャーリーの誕生日２【8/18まで】,3,37,False,1,0,1,False
307,3039,シャーリーの誕生日３【8/18まで】,3,38,False,2,0,1,False
308,3040,シャーリーの誕生日４【8/18まで】,3,39,False,3,0,1,False
309,3041,戦術的戦闘訓練１,3,40,True,2,0,1,False
310,3042,シャーリーとスキルアップ１,3,41,False,1,0,1,False
311,3043,アサルトの実戦２,3,42,True,2,0,1,False
312,3044,ヴァンガードの実戦２,3,43,True,2,0,1,False
313,3045,サポートの実戦２,3,44,True,2,0,1,False
314,3046,シャーリーとスキルアップ２,3,45,False,2,0,1,False
315,3047,For the Win,3,46,False,2,0,1,False
316,3048,天駆ける星の煌めき,3,47,False,3,0,1,True
317,3049,6月の花嫁１【6/25まで】,3,48,True,1,6,1,False
318,3050,6月の花嫁２【6/25まで】,3,49,False,2,0,1,False
319,3051,6月の花嫁３【6/25まで】,3,50,False,3,0,1,False
320,3052,夏だ！みんな集合【7/30まで】,3,51,False,1,7,1,False
321,3053,あつはなっちぃーぜ！【7/30まで】,3,52,False,2,8,1,False
322,3054,あっちぃ勝負！【7/30まで】,3,53,False,3,9,1,False
323,3055,負けねぇぜ！！【7/30まで】,3,54,False,3,10,1,False
324,3056,Fighting Spirit,3,55,True,3,0,1,False
325,3057,シャーリーの特別指導１,3,56,False,1,0,1,False
326,3058,君と私で,3,57,False,1,0,1,False
327,3059,２つの翼,3,58,False,2,0,1,False
328,3060,絆の力,3,59,False,2,0,1,False
329,3061,背中は預けた,3,60,True,3,14,1,False
330,3066,月より団子１【10/10まで】,3,61,False,1,15,1,False
331,3067,月より団子２【10/10まで】,3,62,False,2,16,1,False
332,3068,月より団子３【10/10まで】,3,63,False,2,17,1,False
333,3069,月より団子４【10/10まで】,3,64,False,3,18,1,False
334,3070,ベロベロバー！１【11/14まで】,3,65,False,1,19,1,False
335,3071,ベロベロバー！２【11/14まで】,3,66,False,2,20,1,False
336,3072,ベロベロバー！３【11/14まで】,3,67,False,2,21,1,False
337,3073,ベロベロバー！４【11/14まで】,3,68,False,3,22,1,False
338,3074,キザナ共闘戦線クエスト1,3,69,False,1,23,20,False
339,3075,キザナ共闘戦線クエスト2,3,70,False,1,24,20,False
340,3076,キザナ共闘戦線クエスト3,3,71,False,1,25,20,False
341,3077,キザナ共闘戦線クエスト4,3,72,False,2,26,20,False
342,3078,キザナ共闘戦線クエスト5,3,73,False,2,27,20,False
343,3079,キザナ共闘戦線クエスト6,3,74,False,2,28,20,False
344,3080,キザナ共闘戦線クエスト7,3,75,False,3,29,20,False
345,3081,防御は最大の攻撃,3,76,False,1,0,1,False
346,3082,速さが足りない！！,3,77,False,1,0,1,False
347,3083,トリガーハッピー♪,3,78,False,2,0,30,False
348,3084,最の高なクリスマスを１【12/29まで】,3,79,False,1,30,30,False
349,3085,最の高なクリスマスを２【12/29まで】,3,80,False,2,31,30,False
350,3086,最の高なクリスマスを３【12/29まで】,3,81,False,2,32,30,False
351,3087,最の高なクリスマスを４【12/29まで】,3,82,False,3,33,30,False
352,3088,お正月チャレンジクエスト１【1/21まで】,3,83,False,1,34,30,False
353,3089,お正月チャレンジクエスト２【1/21まで】,3,84,False,2,35,30,False
354,3090,お正月チャレンジクエスト３【1/21まで】,3,85,False,3,0,30,False
355,3091,お正月チャレンジクエスト４【1/21まで】,3,86,False,3,36,30,False
356,3092,チョコっと甘～い出撃１【2/18まで】,3,87,False,1,38,30,False
357,3093,チョコっと甘～い出撃２【2/18まで】,3,88,False,2,39,30,False
358,3094,チョコっと甘～い出撃３【2/18まで】,3,89,False,3,40,30,False
359,3095,チョコっと甘～い出撃４【2/18まで】,3,90,False,3,41,30,False
360,3100,ズバッとやって、カッキーン,3,100,False,2,0,30,False
361,3101,油断大敵なお姉さん,3,101,False,2,0,30,False
362,3102,敵のエア・グランデを発見！,3,102,False,2,0,30,False
363,3103,完全無欠のキラキラリーン☆,3,103,False,2,0,30,False
364,3104,レイカの誕生日２－１【3/3まで】,3,104,False,1,0,30,False
365,3105,レイカの誕生日２－２【3/3まで】,3,105,False,2,0,30,False
366,3106,レイカの誕生日２－３【3/3まで】,3,106,False,3,0,30,False
367,3107,レイカの誕生日２－４【3/3まで】,3,107,False,3,0,1,False
368,3108,ヒカリの誕生日２－１【5/5まで】,3,108,False,1,0,30,False
369,3109,ヒカリの誕生日２－２【5/5まで】,3,109,False,2,0,30,False
370,3110,ヒカリの誕生日２－３【5/5まで】,3,110,False,3,0,30,False
371,3111,ヒカリの誕生日２－４【5/5まで】,3,111,False,3,0,1,False
372,3112,カズマの誕生日２－１【6/23まで】,3,112,False,1,0,30,False
373,3113,カズマの誕生日２－２【6/23まで】,3,113,False,2,0,30,False
374,3114,カズマの誕生日２－３【6/23まで】,3,114,False,3,0,30,False
375,3115,カズマの誕生日２－４【6/23まで】,3,115,False,3,0,1,False
376,3116,シャーリーの誕生日２－１【8/18まで】,3,116,False,1,0,30,False
377,3117,シャーリーの誕生日２－２【8/18まで】,3,117,False,2,0,30,False
378,3118,シャーリーの誕生日２－３【8/18まで】,3,118,False,3,0,30,False
379,3119,シャーリーの誕生日２－４【8/18まで】,3,119,False,3,0,1,False
380,3120,お返しチョ～だい！１【3/24まで】,3,120,False,1,42,30,False
381,3121,お返しチョ～だい！２【3/24まで】,3,121,False,2,43,30,False
382,3122,お返しチョ～だい！３【3/24まで】,3,122,False,3,44,30,False
383,3123,お返しチョ～だい！４【3/24まで】,3,123,False,3,45,1,False
384,3124,花より団子だべ１【4/14まで】,3,124,False,1,46,30,False
385,3125,花より団子だべ２【4/14まで】,3,125,False,2,47,30,False
386,3126,花より団子だべ３【4/14まで】,3,126,False,3,48,30,False
387,3127,花より団子だべ４【4/14まで】,3,127,False,3,49,1,False
388,3128,あっぱれ五月晴れ！１【5/26まで】,3,128,False,1,50,30,False
389,3129,あっぱれ五月晴れ！２【5/26まで】,3,129,False,2,51,30,False
390,3130,あっぱれ五月晴れ！３【5/26まで】,3,130,False,2,52,30,False
391,3131,あっぱれ五月晴れ！４【5/26まで】,3,131,False,3,53,30,False
392,3132,宇宙でめぐり会う二人１【7/14まで】,3,132,False,1,54,30,False
393,3133,宇宙でめぐり会う二人２【7/14まで】,3,133,False,2,55,30,False
394,3134,宇宙でめぐり会う二人３【7/14まで】,3,134,False,2,56,30,False
395,3135,宇宙でめぐり会う二人４【7/14まで】,3,135,False,3,57,1,False
396,3136,初夏を駆ける１【8/4まで】,3,136,False,1,58,30,False
397,3137,初夏を駆ける２【8/4まで】,3,137,False,2,59,30,False
398,3138,初夏を駆ける３【8/4まで】,3,138,False,3,60,30,False
399,3139,初夏を駆ける４【8/4まで】,3,139,False,3,61,30,False
400,3140,あっちぃーの夏盛り！１【8/25まで】,3,140,False,1,62,30,False
401,3141,あっちぃーの夏盛り！２【8/25まで】,3,141,False,2,63,30,False
402,3142,あっちぃーの夏盛り！３【8/25まで】,3,142,False,2,64,1,False
403,3143,あっちぃーの夏盛り！４【8/25まで】,3,143,False,3,65,1,False
