---,QuestId,IsFirstTime,RewardId
280,2029,False,1000300
281,2030,True,1000001
282,2030,False,1000200
283,2031,True,1000001
284,2031,False,1000200
285,2032,True,1000001
286,2032,False,1000200
287,2033,True,1000001
288,2033,False,1000200
289,2034,True,1000001
290,2034,False,1000200
291,2035,True,6020097
292,2035,False,1000020
293,2037,True,1000100
294,2038,True,1000100
295,2039,True,1000200
296,2040,True,1000300
297,2041,True,1000200
298,2041,False,1000040
299,2042,True,8002010
300,2043,True,1000200
301,2043,False,1000040
302,2044,True,1000200
303,2044,False,1000040
304,2045,True,1000200
305,2045,False,1000040
306,2046,True,8002013
307,2047,True,1000100
308,2048,True,1000100
309,2049,True,4050033
310,2049,False,1000100
311,2050,True,1000500
312,2051,True,7002402
313,2052,True,1000100
314,2052,False,1000100
315,2053,True,1000100
316,2053,False,1000100
317,2054,True,1000100
318,2054,False,1000100
319,2055,True,1000100
320,2055,False,1000100
321,2056,True,1000300
322,2056,False,1000060
323,2057,True,8002012
324,2058,True,1000100
325,2058,False,1000020
326,2059,True,1000200
327,2059,False,1000040
328,2060,True,1000200
329,2060,False,1000040
330,2061,True,6020063
331,2061,False,1000060
332,2066,True,1000100
333,2066,False,1000100
334,2067,True,1000200
335,2067,False,1000200
336,2068,True,1000200
337,2068,False,1000200
338,2069,True,6020118
339,2069,False,1000200
340,2070,True,1000100
341,2070,False,1000100
342,2071,True,1000200
343,2071,False,1000200
344,2072,True,1000200
345,2072,False,1000200
346,2073,True,6020122
347,2073,False,1000200
348,2074,True,1000100
349,2074,False,1000100
350,2075,True,1000100
351,2075,False,1000100
352,2076,True,6001015
353,2076,False,1000100
354,2077,True,1000100
355,2077,False,1000100
356,2078,True,1000100
357,2078,False,1000100
358,2079,True,6001016
359,2079,False,1000100
360,2080,True,7000235
361,2080,False,1000100
362,2081,True,8002015
363,2082,True,8002008
364,2083,True,8002001
365,2084,True,1000200
366,2084,False,1000100
367,2085,True,1000200
368,2085,False,1000100
369,2086,True,6020124
370,2086,False,1000100
371,2087,True,7002407
372,2087,False,1000100
373,2088,True,1000100
374,2088,False,1000100
375,2089,True,1000200
376,2089,False,1000100
377,2090,True,12002004
378,2090,False,1000100
379,2091,True,7002408
380,2091,False,1000100
381,2092,True,1000200
382,2092,False,1000100
383,2093,True,1000200
384,2093,False,1000100
385,2094,True,6020098
386,2094,False,1000100
387,2095,True,7002409
388,2095,False,1000100
389,2100,True,8002011
390,2101,True,8002019
391,2102,True,8002004
392,2103,True,8002016
393,2104,True,1000100
394,2105,True,1000100
395,2106,True,1000200
396,2107,True,8002020
397,2108,True,1000100
398,2109,True,1000100
399,2110,True,1000200
400,2111,True,8002002
401,2112,True,1000100
402,2113,True,1000100
403,2114,True,1000200
404,2115,True,8002005
405,2116,True,1000100
406,2117,True,1000100
407,2118,True,1000200
408,2119,True,8002007
409,2120,True,1000100
410,2120,False,1000100
411,2121,True,1000200
412,2121,False,1000100
413,2122,True,6020082
414,2122,False,1000100
415,2123,True,7002411
416,2123,False,1000100
417,2124,True,1000100
418,2124,False,1000100
419,2125,True,1000200
420,2125,False,1000100
421,2126,True,6020102
422,2126,False,1000100
423,2127,True,3000135
424,2127,False,1000100
425,2128,True,1000100
426,2128,False,1000100
427,2129,True,1000200
428,2129,False,1000100
429,2130,True,6020062
430,2130,False,1000100
431,2131,True,7002412
432,2131,False,1000100
433,2132,True,1000100
434,2132,False,1000100
435,2133,True,1000200
436,2133,False,1000100
437,2134,True,6030068
438,2134,False,1000100
439,2135,True,7002413
440,2135,False,1000100
441,2136,True,1000100
442,2136,False,1000100
443,2137,True,1000200
444,2137,False,1000100
445,2138,True,1000300
446,2138,False,1000100
447,2139,True,6020114
448,2139,False,1000100
449,2140,True,1000100
450,2140,False,1000100
451,2141,True,1000200
452,2141,False,1000100
453,2142,True,6030005
454,2142,False,1000100
455,2143,True,7002414
456,2143,False,1000100
457,3001,True,1000100
458,3001,False,1000020
459,3002,True,1000100
460,3002,False,1000020
461,3003,True,1000100
462,3003,False,1000020
463,3004,True,1000200
464,3004,False,1000040
465,3005,True,1000200
466,3005,False,1000040
467,3006,True,1000200
468,3006,False,1000040
469,3007,True,1000200
470,3007,False,1000040
471,3008,True,1000300
472,3008,False,1000060
473,3009,True,1000300
474,3009,False,1000060
475,3010,True,6020045
476,3011,True,8003022
477,3012,True,7000060
478,3013,True,8003006
479,3014,True,6020127
480,3014,False,1000020
481,3015,True,3000137
482,3015,False,1000060
483,3016,True,7002002
484,3016,False,1000100
485,3017,True,6020094
486,3017,False,1000020
487,3018,True,6001003
488,3019,True,1001000
489,3019,False,1000200
490,3020,True,7000064
491,3020,False,1000300
492,3021,True,8003001
493,3022,True,1000200
494,3022,False,1000040
495,3023,True,7000065
496,3023,False,1000300
497,3024,True,6010020
498,3025,True,1001500
499,3025,False,1000300
500,3026,True,6001003
501,3026,False,1000300
502,3027,True,12003003
503,3027,False,1000100
504,3028,True,1001500
505,3028,False,1000300
506,3029,True,7000065
507,3029,False,1000300
508,3030,True,1000001
509,3030,False,1000200
510,3031,True,1000001
511,3031,False,1000200
512,3032,True,1000001
513,3032,False,1000200
514,3033,True,1000001
515,3033,False,1000200
516,3034,True,1000001
517,3034,False,1000200
518,3035,True,6020097
519,3035,False,1000020
520,3037,True,1000100
521,3038,True,1000100
522,3039,True,1000200
523,3040,True,1000300
524,3041,True,1000200
525,3041,False,1000040
526,3042,True,8003003
527,3043,True,1000200
528,3043,False,1000040
529,3044,True,1000200
530,3044,False,1000040
531,3045,True,1000200
532,3045,False,1000040
533,3046,True,8003015
534,3047,True,1000100
535,3048,True,1000100
536,3049,True,4050033
537,3049,False,1000100
538,3050,True,1000500
539,3051,True,7002403
540,3052,True,1000100
541,3052,False,1000100
542,3053,True,1000100
543,3053,False,1000100
544,3054,True,1000100
545,3054,False,1000100
546,3055,True,1000100
547,3055,False,1000100
548,3056,True,1000300
549,3056,False,1000060
550,3057,True,8003004
551,3058,True,1000100
552,3058,False,1000020
553,3059,True,1000200
554,3059,False,1000040
555,3060,True,1000200
556,3060,False,1000040
557,3061,True,6020063
558,3061,False,1000060
559,3066,True,1000100
560,3066,False,1000100
561,3067,True,1000200
562,3067,False,1000200
563,3068,True,1000200
564,3068,False,1000200
565,3069,True,6020118
566,3069,False,1000200
567,3070,True,1000100
568,3070,False,1000100
569,3071,True,1000200
570,3071,False,1000200
571,3072,True,1000200
572,3072,False,1000200
573,3073,True,6020122
574,3073,False,1000200
575,3074,True,1000100
576,3074,False,1000100
577,3075,True,1000100
578,3075,False,1000100
579,3076,True,6001015
580,3076,False,1000100
581,3077,True,1000100
582,3077,False,1000100
583,3078,True,1000100
584,3078,False,1000100
585,3079,True,6001016
586,3079,False,1000100
587,3080,True,7000235
588,3080,False,1000100
589,3081,True,8003016
590,3082,True,8003010
591,3083,True,8003018
592,3084,True,1000200
593,3084,False,1000100
594,3085,True,1000200
595,3085,False,1000100
596,3086,True,6020124
597,3086,False,1000100
598,3087,True,7002407
599,3087,False,1000100
600,3088,True,1000100
601,3088,False,1000100
602,3089,True,1000200
603,3089,False,1000100
604,3090,True,12003004
605,3090,False,1000100
606,3091,True,7002408
607,3091,False,1000100
608,3092,True,1000200
609,3092,False,1000100
610,3093,True,1000200
611,3093,False,1000100
612,3094,True,6020098
613,3094,False,1000100
614,3095,True,7002409
615,3095,False,1000100
616,3100,True,8003011
617,3101,True,8003008
618,3102,True,8003023
619,3103,True,8003012
620,3104,True,1000100
621,3105,True,1000100
622,3106,True,1000200
623,3107,True,8003007
624,3108,True,1000100
625,3109,True,1000100
626,3110,True,1000200
627,3111,True,8003009
628,3112,True,1000100
629,3113,True,1000100
630,3114,True,1000200
631,3115,True,8003021
632,3116,True,1000100
633,3117,True,1000100
634,3118,True,1000200
635,3119,True,8003020
636,3120,True,1000100
637,3120,False,1000100
638,3121,True,1000200
639,3121,False,1000100
640,3122,True,6020082
641,3122,False,1000100
642,3123,True,7002411
643,3123,False,1000100
644,3124,True,1000100
645,3124,False,1000100
646,3125,True,1000200
647,3125,False,1000100
648,3126,True,6020102
649,3126,False,1000100
650,3127,True,3000135
651,3127,False,1000100
652,3128,True,1000100
653,3128,False,1000100
654,3129,True,1000200
655,3129,False,1000100
656,3130,True,6020062
657,3130,False,1000100
658,3131,True,7002412
659,3131,False,1000100
660,3132,True,1000100
661,3132,False,1000100
662,3133,True,1000200
663,3133,False,1000100
664,3134,True,6030068
665,3134,False,1000100
666,3135,True,7002413
667,3135,False,1000100
668,3136,True,1000100
669,3136,False,1000100
670,3137,True,1000200
671,3137,False,1000100
672,3138,True,1000300
673,3138,False,1000100
674,3139,True,6020114
675,3139,False,1000100
676,3140,True,1000100
677,3140,False,1000100
678,3141,True,1000200
679,3141,False,1000100
680,3142,True,6030005
681,3142,False,1000100
682,3143,True,7002414
683,3143,False,1000100
684,4001,True,1000100
685,4001,False,1000020
686,4002,True,1000100
687,4002,False,1000020
688,4003,True,1000100
689,4003,False,1000020
690,4004,True,1000200
691,4004,False,1000040
692,4005,True,1000200
693,4005,False,1000040
694,4006,True,1000200
695,4006,False,1000040
696,4007,True,1000200
697,4007,False,1000040
698,4008,True,1000300
699,4008,False,1000060
700,4009,True,1000300
701,4009,False,1000060
702,4010,True,6020052
703,4011,True,8004003
704,4012,True,7000063
705,4013,True,8004006
706,4014,True,6020127
707,4014,False,1000020
708,4015,True,3000137
709,4015,False,1000060
710,4016,True,7002002
711,4016,False,1000100
712,4017,True,6020094
713,4017,False,1000020
714,4018,True,6001004
715,4019,True,1001000
716,4019,False,1000200
717,4020,True,7000067
718,4020,False,1000300
719,4021,True,8004008
720,4022,True,1000200
721,4022,False,1000040
722,4023,True,7000068
723,4023,False,1000300
724,4024,True,6010015
725,4025,True,1001500
726,4025,False,1000300
727,4026,True,6001004
728,4026,False,1000300
729,4027,True,12004003
730,4027,False,1000100
731,4028,True,1001500
732,4028,False,1000300
733,4029,True,7000068
734,4029,False,1000300
735,4030,True,1000001
736,4030,False,1000200
737,4031,True,1000001
738,4031,False,1000200
739,4032,True,1000001
740,4032,False,1000200
741,4033,True,1000001
742,4033,False,1000200
743,4034,True,1000001
744,4034,False,1000200
745,4035,True,6020097
746,4035,False,1000020
747,4037,True,1000100
748,4038,True,1000100
749,4039,True,1000200
750,4040,True,1000300
751,4041,True,1000200
752,4041,False,1000040
753,4042,True,8004019
754,4043,True,1000200
755,4043,False,1000040
756,4044,True,1000200
757,4044,False,1000040
758,4045,True,1000200
759,4045,False,1000040
760,4046,True,8004001
761,4047,True,1000100
762,4048,True,1000100
763,4049,True,4050033
764,4049,False,1000100
765,4050,True,1000500
766,4051,True,7002404
767,4052,True,1000100
768,4052,False,1000100
769,4053,True,1000100
770,4053,False,1000100
771,4054,True,1000100
772,4054,False,1000100
773,4055,True,1000100
774,4055,False,1000100
775,4056,True,1000300
776,4056,False,1000060
777,4057,True,8004010
778,4058,True,1000100
779,4058,False,1000020
780,4059,True,1000200
781,4059,False,1000040
782,4060,True,1000200
783,4060,False,1000040
784,4061,True,6020063
785,4061,False,1000060
786,4066,True,1000100
787,4066,False,1000100
788,4067,True,1000200
789,4067,False,1000200
790,4068,True,1000200
791,4068,False,1000200
792,4069,True,6020118
793,4069,False,1000200
794,4070,True,1000100
795,4070,False,1000100
796,4071,True,1000200
797,4071,False,1000200
798,4072,True,1000200
799,4072,False,1000200
800,4073,True,6020122
801,4073,False,1000200
802,4074,True,1000100
803,4074,False,1000100
804,4075,True,1000100
805,4075,False,1000100
806,4076,True,6001015
807,4076,False,1000100
808,4077,True,1000100
809,4077,False,1000100
810,4078,True,1000100
811,4078,False,1000100
812,4079,True,6001016
813,4079,False,1000100
814,4080,True,7000235
815,4080,False,1000100
816,4081,True,8004012
817,4082,True,8004013
818,4083,True,8004015
819,4084,True,1000200
820,4084,False,1000100
821,4085,True,1000200
822,4085,False,1000100
823,4086,True,6020124
824,4086,False,1000100
825,4087,True,7002407
826,4087,False,1000100
827,4088,True,1000100
828,4088,False,1000100
829,4089,True,1000200
830,4089,False,1000100
831,4090,True,12004004
832,4090,False,1000100
833,4091,True,7002408
834,4091,False,1000100
835,4092,True,1000200
836,4092,False,1000100
837,4093,True,1000200
838,4093,False,1000100
839,4094,True,6020098
840,4094,False,1000100
841,4095,True,7002409
842,4095,False,1000100
843,4100,True,8004011
844,4101,True,8004022
845,4102,True,8004004
846,4103,True,8004017
847,4104,True,1000100
848,4105,True,1000100
849,4106,True,1000200
850,4107,True,8004005
851,4108,True,1000100
852,4109,True,1000100
853,4110,True,1000200
854,4111,True,8004007
855,4112,True,1000100
856,4113,True,1000100
857,4114,True,1000200
858,4115,True,8004009
859,4116,True,1000100
860,4117,True,1000100
861,4118,True,1000200
862,4119,True,8004021
863,4120,True,1000100
864,4120,False,1000100
865,4121,True,1000200
866,4121,False,1000100
867,4122,True,6020082
868,4122,False,1000100
869,4123,True,7002411
870,4123,False,1000100
871,4124,True,1000100
872,4124,False,1000100
873,4125,True,1000200
874,4125,False,1000100
875,4126,True,6020102
876,4126,False,1000100
877,4127,True,3000135
878,4127,False,1000100
879,4128,True,1000100
880,4128,False,1000100
881,4129,True,1000200
882,4129,False,1000100
883,4130,True,6020062
884,4130,False,1000100
885,4131,True,7002412
886,4131,False,1000100
887,4132,True,1000100
888,4132,False,1000100
889,4133,True,1000200
890,4133,False,1000100
891,4134,True,6030068
892,4134,False,1000100
893,4135,True,7002413
894,4135,False,1000100
895,4136,True,1000100
896,4136,False,1000100
897,4137,True,1000200
898,4137,False,1000100
899,4138,True,1000300
900,4138,False,1000100
901,4139,True,6020114
902,4139,False,1000100
903,4140,True,1000100
904,4140,False,1000100
905,4141,True,1000200
906,4141,False,1000100
907,4142,True,6030005
908,4142,False,1000100
909,4143,True,7002414
910,4143,False,1000100
911,5001,True,1000100
912,5001,False,1000020
913,5002,True,1000100
914,5002,False,1000020
915,5003,True,1000100
916,5003,False,1000020
917,5004,True,1000200
918,5004,False,1000040
919,5005,True,1000200
920,5005,False,1000040
921,5006,True,1000200
922,5006,False,1000040
923,5007,True,1000200
924,5007,False,1000040
925,5008,True,1000300
926,5008,False,1000060
927,5009,True,1000300
928,5009,False,1000060
929,5010,True,6020036
930,5011,True,8005003
931,5012,True,7000066
932,5013,True,8005012
933,5014,True,6020127
934,5014,False,1000020
935,5015,True,3000137
936,5015,False,1000060
937,5016,True,7002002
938,5016,False,1000100
939,5017,True,6020094
940,5017,False,1000020
941,5018,True,6001005
942,5019,True,1001000
943,5019,False,1000200
944,5020,True,7000070
945,5020,False,1000300
946,5021,True,8005008
947,5022,True,1000200
948,5022,False,1000040
949,5023,True,7000071
950,5023,False,1000300
951,5024,True,6010011
952,5025,True,1001500
953,5025,False,1000300
954,5026,True,6001005
955,5026,False,1000300
956,5027,True,12005003
957,5027,False,1000100
958,5028,True,1001500
959,5028,False,1000300
960,5029,True,7000071
961,5029,False,1000300
962,5030,True,1000001
963,5030,False,1000200
964,5031,True,1000001
965,5031,False,1000200
966,5032,True,1000001
967,5032,False,1000200
968,5033,True,1000001
969,5033,False,1000200
970,5034,True,1000001
971,5034,False,1000200
972,5035,True,6020097
973,5035,False,1000020
974,5037,True,1000100
975,5038,True,1000100
976,5039,True,1000200
977,5040,True,1000300
978,5041,True,1000200
979,5041,False,1000040
980,5042,True,8005001
981,5043,True,1000200
982,5043,False,1000040
983,5044,True,1000200
984,5044,False,1000040
985,5045,True,1000200
986,5045,False,1000040
987,5046,True,8005004
988,5047,True,1000100
989,5048,True,1000100
990,5049,True,4050033
991,5049,False,1000100
992,5050,True,1000500
993,5051,True,7002405
994,5052,True,1000100
995,5052,False,1000100
996,5053,True,1000100
997,5053,False,1000100
998,5054,True,1000100
999,5054,False,1000100
1000,5055,True,1000100
1001,5055,False,1000100
1002,5056,True,1000300
1003,5056,False,1000060
1004,5057,True,8005010
1005,5058,True,1000100
1006,5058,False,1000020
1007,5059,True,1000200
1008,5059,False,1000040
1009,5060,True,1000200
1010,5060,False,1000040
1011,5061,True,6020063
1012,5061,False,1000060
1013,5066,True,1000100
1014,5066,False,1000100
1015,5067,True,1000200
1016,5067,False,1000200
1017,5068,True,1000200
1018,5068,False,1000200
1019,5069,True,6020118
1020,5069,False,1000200
1021,5070,True,1000100
1022,5070,False,1000100
1023,5071,True,1000200
1024,5071,False,1000200
1025,5072,True,1000200
1026,5072,False,1000200
1027,5073,True,6020122
1028,5073,False,1000200
1029,5074,True,1000100
1030,5074,False,1000100
1031,5075,True,1000100
1032,5075,False,1000100
1033,5076,True,6001015
1034,5076,False,1000100
1035,5077,True,1000100
1036,5077,False,1000100
1037,5078,True,1000100
1038,5078,False,1000100
1039,5079,True,6001016
1040,5079,False,1000100
1041,5080,True,7000235
1042,5080,False,1000100
1043,5081,True,8005016
1044,5082,True,8005006
1045,5083,True,8005018
1046,5084,True,1000200
1047,5084,False,1000100
1048,5085,True,1000200
1049,5085,False,1000100
1050,5086,True,6020124
1051,5086,False,1000100
1052,5087,True,7002407
1053,5087,False,1000100
1054,5088,True,1000100
1055,5088,False,1000100
1056,5089,True,1000200
1057,5089,False,1000100
1058,5090,True,12005004
1059,5090,False,1000100
1060,5091,True,7002408
1061,5091,False,1000100
1062,5092,True,1000200
1063,5092,False,1000100
1064,5093,True,1000200
1065,5093,False,1000100
1066,5094,True,6020098
1067,5094,False,1000100
1068,5095,True,7002409
1069,5095,False,1000100
1070,5100,True,8005011
1071,5101,True,8005023
1072,5102,True,8005022
1073,5103,True,8005017
1074,5104,True,1000100
1075,5105,True,1000100
1076,5106,True,1000200
1077,5107,True,8005002
1078,5108,True,1000100
1079,5109,True,1000100
1080,5110,True,1000200
1081,5111,True,8005005
1082,5112,True,1000100
1083,5113,True,1000100
1084,5114,True,1000200
1085,5115,True,8005007
1086,5116,True,1000100
1087,5117,True,1000100
1088,5118,True,1000200
1089,5119,True,8005009
1090,5120,True,1000100
1091,5120,False,1000100
1092,5121,True,1000200
1093,5121,False,1000100
1094,5122,True,6020082
1095,5122,False,1000100
1096,5123,True,7002411
1097,5123,False,1000100
1098,5124,True,1000100
1099,5124,False,1000100
1100,5125,True,1000200
1101,5125,False,1000100
1102,5126,True,6020102
1103,5126,False,1000100
1104,5127,True,3000135
1105,5127,False,1000100
1106,5128,True,1000100
1107,5128,False,1000100
1108,5129,True,1000200
1109,5129,False,1000100
1110,5130,True,6020062
1111,5130,False,1000100
1112,5131,True,7002412
1113,5131,False,1000100
1114,5132,True,1000100
1115,5132,False,1000100
1116,5133,True,1000200
1117,5133,False,1000100
1118,5134,True,6030068
1119,5134,False,1000100
1120,5135,True,7002413
1121,5135,False,1000100
1122,5136,True,1000100
1123,5136,False,1000100
1124,5137,True,1000200
1125,5137,False,1000100
1126,5138,True,1000300
1127,5138,False,1000100
1128,5139,True,6020114
1129,5139,False,1000100
1130,5140,True,1000100
1131,5140,False,1000100
1132,5141,True,1000200
1133,5141,False,1000100
1134,5142,True,6030005
1135,5142,False,1000100
1136,5143,True,7002414
1137,5143,False,1000100
1138,6001,True,1000100
1139,6001,False,1000020
1140,6002,True,1000100
1141,6002,False,1000020
1142,6003,True,1000100
1143,6003,False,1000020
1144,6004,True,1000200
1145,6004,False,1000040
1146,6005,True,1000200
1147,6005,False,1000040
1148,6006,True,1000200
1149,6006,False,1000040
1150,6007,True,1000200
1151,6007,False,1000040
1152,6008,True,1000300
1153,6008,False,1000060
1154,6009,True,1000300
1155,6009,False,1000060
1156,6010,True,6020032
1157,6011,True,8006011
1158,6012,True,7000069
1159,6013,True,8006004
1160,6014,True,6020127
1161,6014,False,1000020
1162,6015,True,3000137
1163,6015,False,1000060
1164,6016,True,7002002
1165,6016,False,1000100
1166,6017,True,6020094
1167,6017,False,1000020
1168,6018,True,6001006
1169,6019,True,1001000
1170,6019,False,1000200
1171,6020,True,7000070
1172,6020,False,1000300
1173,6021,True,8006001
1174,6022,True,1000200
1175,6022,False,1000040
1176,6023,True,7000071
1177,6023,False,1000300
1178,6024,True,6010023
1179,6025,True,1001500
1180,6025,False,1000300
1181,6026,True,6001006
1182,6026,False,1000300
1183,6027,True,12006003
1184,6027,False,1000100
1185,6028,True,1001500
1186,6028,False,1000300
1187,6029,True,7000071
1188,6029,False,1000300
1189,6030,True,1000001
1190,6030,False,1000200
1191,6031,True,1000001
1192,6031,False,1000200
1193,6032,True,1000001
1194,6032,False,1000200
1195,6033,True,1000001
1196,6033,False,1000200
1197,6034,True,1000001
1198,6034,False,1000200
1199,6035,True,6020097
1200,6035,False,1000020
1201,6037,True,1000100
1202,6038,True,1000100
1203,6039,True,1000200
1204,6040,True,1000300
1205,6041,True,1000200
1206,6041,False,1000040
1207,6042,True,8006006
1208,6043,True,1000200
1209,6043,False,1000040
1210,6044,True,1000200
1211,6044,False,1000040
1212,6045,True,1000200
1213,6045,False,1000040
1214,6046,True,8006017
1215,6047,True,1000100
1216,6048,True,1000100
1217,6049,True,4050033
1218,6049,False,1000100
1219,6050,True,1000500
1220,6051,True,7002406
1221,6052,True,1000100
1222,6052,False,1000100
1223,6053,True,1000100
1224,6053,False,1000100
1225,6054,True,1000100
1226,6054,False,1000100
1227,6055,True,1000100
1228,6055,False,1000100
1229,6056,True,1000300
1230,6056,False,1000060
1231,6057,True,8006012
1232,6058,True,1000100
1233,6058,False,1000020
1234,6059,True,1000200
1235,6059,False,1000040
1236,6060,True,1000200
1237,6060,False,1000040
1238,6061,True,6020063
1239,6061,False,1000060
1240,6066,True,1000100
1241,6066,False,1000100
1242,6067,True,1000200
1243,6067,False,1000200
1244,6068,True,1000200
1245,6068,False,1000200
1246,6069,True,6020118
