---,ShopId,ItemTypeId,RewardId,Cp,IsNewIcon,IsSale,IsEnable
536,2,6,6030006,1800,False,False,True
537,2,6,6030010,1800,False,False,True
538,2,6,6030025,1800,False,False,True
539,2,6,6030033,1800,False,False,True
540,2,6,6030034,1800,False,False,True
541,2,6,6030036,1800,False,False,True
542,2,6,6030067,1800,False,False,True
543,2,6,6030075,1800,False,False,True
544,2,6,6030076,1800,False,False,True
545,2,6,6010018,1800,False,False,True
546,2,6,6020028,1800,False,False,True
547,2,6,6020029,1800,False,False,True
548,2,6,6020037,1800,False,False,True
549,2,6,6020039,1800,False,False,True
550,2,6,6020053,1800,False,False,True
551,2,6,6020080,1800,False,False,True
552,2,6,6030007,1800,False,False,True
553,2,6,6030020,1800,False,False,True
554,2,6,6030021,1800,False,False,True
555,2,6,6030030,1800,False,False,True
556,2,6,6030031,1800,False,False,True
557,2,6,6030051,1800,False,False,True
558,2,6,6030062,1800,False,False,True
559,2,6,6030074,1800,False,False,True
560,2,6,6010016,1800,False,False,True
561,2,6,6010028,1800,False,False,True
562,2,6,6020031,1800,False,False,True
563,2,6,6020038,1800,False,False,True
564,2,6,6020060,1800,False,False,True
565,2,6,6020078,1800,False,False,True
566,2,6,6030022,1800,False,False,True
567,2,6,6030041,1800,False,False,True
568,2,11,11000002,1000,False,False,True
569,2,11,11000004,1000,False,False,True
570,2,11,11000005,1000,False,False,True
571,2,11,11000006,1000,False,False,True
572,2,11,11000008,1000,False,False,True
573,2,11,11000012,1000,False,False,True
574,2,11,11000014,1000,False,False,True
575,2,11,11000015,1000,False,False,True
576,2,11,11000018,1000,False,False,True
577,2,11,11000020,1000,False,False,True
578,2,11,11000023,1000,False,False,True
579,2,11,11000025,1000,False,False,True
580,2,11,11000026,1800,False,False,True
581,2,11,11000027,1800,False,False,True
582,2,11,11000028,1800,False,False,True
583,2,11,11000029,1800,False,False,True
584,2,11,11000030,1800,False,False,True
585,2,11,11000031,1800,False,False,True
586,2,11,11000003,1000,False,False,True
587,2,11,11000007,1000,False,False,True
588,2,11,11000009,1000,False,False,True
589,2,11,11000010,1000,False,False,True
590,2,11,11000011,1000,False,False,True
591,2,11,11000013,1000,False,False,True
592,2,11,11000016,1000,False,False,True
593,2,11,11000017,1000,False,False,True
594,2,11,11000019,1000,False,False,True
595,2,11,11000021,1000,False,False,True
596,2,11,11000022,1000,False,False,True
597,2,11,11000024,1000,False,False,True
598,2,12,12001008,20000,False,False,True
599,2,12,12002006,20000,False,False,True
600,2,12,12003006,20000,False,False,True
601,2,12,12004007,20000,False,False,True
602,2,12,12005005,20000,False,False,True
603,2,12,12006008,20000,False,False,True
604,2,12,12001007,20000,False,False,True
605,2,12,12002008,20000,False,False,True
606,2,12,12003008,20000,False,False,True
607,2,12,12004006,20000,False,False,True
608,2,12,12005007,20000,False,False,True
609,2,12,12006006,20000,False,False,True
610,2,12,12001001,30000,False,False,False
611,2,12,12001002,30000,False,False,False
612,2,12,12001003,30000,True,False,False
613,2,12,12001004,30000,False,False,True
614,2,12,12001005,30000,True,False,False
615,2,12,12001006,30000,True,False,False
616,2,12,12002001,30000,False,False,False
617,2,12,12002002,30000,False,False,False
618,2,12,12002003,30000,True,False,False
619,2,12,12002004,30000,False,False,True
620,2,12,12002005,30000,True,False,False
621,2,12,12002007,30000,True,False,False
622,2,12,12003001,30000,False,False,False
623,2,12,12003002,30000,False,False,False
624,2,12,12003003,30000,True,False,False
625,2,12,12003004,30000,False,False,True
626,2,12,12003005,30000,True,False,False
627,2,12,12003007,30000,True,False,False
628,2,12,12004001,30000,False,False,False
629,2,12,12004002,30000,False,False,False
630,2,12,12004003,30000,True,False,False
631,2,12,12004004,30000,False,False,True
632,2,12,12004005,30000,True,False,False
633,2,12,12004008,30000,True,False,False
634,2,12,12005001,30000,False,False,False
635,2,12,12005002,30000,False,False,False
636,2,12,12005003,30000,True,False,False
637,2,12,12005004,30000,False,False,True
638,2,12,12005006,30000,True,False,False
639,2,12,12005008,30000,True,False,False
640,2,12,12006001,30000,False,False,False
641,2,12,12006002,30000,False,False,False
642,2,12,12006003,30000,True,False,False
643,2,12,12006004,30000,False,False,True
644,2,12,12006005,30000,True,False,False
645,2,12,12006007,30000,True,False,False
646,2,5,5000000,60,False,False,True
647,2,5,5000001,60,False,False,True
648,2,5,5000002,60,False,False,True
649,2,5,5000004,60,False,False,True
650,2,5,5000005,60,False,False,True
651,2,5,5000008,60,False,False,True
652,2,5,5000010,60,False,False,True
653,2,5,5000014,60,False,False,True
654,2,5,5000015,60,False,False,True
655,2,5,5000019,60,False,False,True
656,2,5,5000022,60,False,False,True
657,2,5,5000025,60,False,False,True
658,2,5,5000026,60,False,False,True
659,2,5,5000027,60,False,False,True
660,2,5,5000033,60,False,False,True
661,2,5,5000034,60,False,False,True
662,2,5,5000038,60,False,False,True
663,2,5,5000043,60,False,False,True
664,2,5,5000045,60,False,False,True
665,2,5,5000048,60,False,False,True
666,2,5,5000053,60,False,False,True
667,2,5,5000054,60,False,False,True
668,2,5,5000055,60,False,False,True
669,2,5,5000057,60,False,False,True
670,2,5,5000049,60,False,False,True
671,2,5,5000003,60,False,False,True
672,2,5,5000006,60,False,False,True
673,2,5,5000007,60,False,False,True
674,2,5,5000009,60,False,False,True
675,2,5,5000011,60,False,False,True
676,2,5,5000012,60,False,False,True
677,2,5,5000013,60,False,False,True
678,2,5,5000016,60,False,False,True
679,2,5,5000017,60,False,False,True
680,2,5,5000018,60,False,False,True
681,2,5,5000020,60,False,False,True
682,2,5,5000021,60,False,False,True
683,2,5,5000023,60,False,False,True
684,2,5,5000024,60,False,False,True
685,2,5,5000028,60,False,False,True
686,2,5,5000029,60,False,False,True
687,2,5,5000030,60,False,False,True
688,2,5,5000031,60,False,False,True
689,2,5,5000032,60,False,False,True
690,2,5,5000035,60,False,False,True
691,2,5,5000036,60,False,False,True
692,2,5,5000037,60,False,False,True
693,2,5,5000039,60,False,False,True
694,2,5,5000040,60,False,False,True
695,2,5,5000041,60,False,False,True
696,2,5,5000042,60,False,False,True
697,2,5,5000044,60,False,False,True
698,2,5,5000046,60,False,False,True
699,2,5,5000047,60,False,False,True
700,2,5,5000050,60,False,False,True
701,2,5,5000051,60,False,False,True
702,2,5,5000052,60,False,False,True
703,2,5,5000056,60,False,False,True
704,2,3,3000135,10000,False,False,True
705,3,3,3000004,4400,False,False,True
706,3,3,3000035,4400,False,False,True
707,3,3,3000042,4400,False,False,True
708,3,3,3000063,4400,False,False,True
709,3,3,3000072,4400,False,False,True
710,3,3,3000076,4400,False,False,True
711,3,3,3000107,4400,False,False,True
712,3,3,3000012,4400,False,False,True
713,3,3,3000023,4400,False,False,True
714,3,3,3000060,4400,False,False,True
715,3,3,3000067,4400,False,False,True
716,3,3,3000069,4400,False,False,True
717,3,3,3000080,4400,False,False,True
718,3,3,3000120,2000,False,True,True
719,3,3,3000128,4400,False,False,True
720,3,3,3000019,4400,False,False,True
721,3,3,3000038,4400,False,False,True
722,3,3,3000064,2000,False,True,True
723,3,3,3000078,4400,False,False,True
724,3,3,3000085,4400,False,False,True
725,3,3,3000097,4400,False,False,True
726,3,3,3000119,4400,False,False,True
727,3,3,3000020,4400,False,False,True
728,3,3,3000125,4400,False,False,True
729,3,3,3000053,2000,False,True,True
730,3,3,3000065,4400,False,False,True
731,3,3,3000018,4400,False,False,True
732,3,3,3000084,2000,False,True,True
733,3,3,3000100,4400,False,False,True
734,3,3,3000024,4400,False,False,True
735,3,3,3000118,4400,False,False,True
736,3,3,3000122,4400,False,False,True
737,3,3,3000030,2000,False,True,True
738,3,3,3000017,4400,False,False,True
