---,RankId,BattleResultId,IsBurst,ClearRate,BattleBonusRankPoint
219,17,2,False,0.6,-1000
220,17,2,False,0.3,-1500
221,17,2,False,0,-2000
222,18,1,False,1.4,1400
223,18,1,False,1.2,700
224,18,1,False,1.1,400
225,18,1,False,1,200
226,18,1,False,0.9,-300
227,18,1,False,0.7,-500
228,18,1,False,0.3,-700
229,18,1,False,0,-2000
230,18,2,False,1.2,400
231,18,2,False,1.1,200
232,18,2,False,1,-300
233,18,2,False,0.9,-600
234,18,2,False,0.8,-900
235,18,2,False,0.6,-1200
236,18,2,False,0.3,-1600
237,18,2,False,0,-2000
238,19,1,False,1.4,650
239,19,1,False,1.2,600
240,19,1,False,1.1,400
241,19,1,False,0.9,200
242,19,1,False,0.3,0
243,19,1,False,0,-2000
244,19,2,False,1.2,0
245,19,2,False,1.1,-100
246,19,2,False,1,-300
247,19,2,False,0.9,-600
248,19,2,False,0.8,-700
249,19,2,False,0.5,-800
250,19,2,False,0.3,-900
251,19,2,False,0,-2000
252,20,1,False,1.4,600
253,20,1,False,1.2,500
254,20,1,False,1.1,300
255,20,1,False,0.9,200
256,20,1,False,0.3,0
257,20,1,False,0,-2000
258,20,2,False,1.2,-100
259,20,2,False,1.1,-200
260,20,2,False,1,-400
261,20,2,False,0.9,-600
262,20,2,False,0.8,-700
263,20,2,False,0.5,-800
264,20,2,False,0.3,-900
265,20,2,False,0,-2000
266,21,1,False,1.4,500
267,21,1,False,1.2,400
268,21,1,False,1.1,300
269,21,1,False,0.9,200
270,21,1,False,0.3,0
271,21,1,False,0,-2000
272,21,2,False,1.2,-200
273,21,2,False,1.1,-300
274,21,2,False,1,-500
275,21,2,False,0.9,-700
276,21,2,False,0.8,-800
277,21,2,False,0.5,-900
278,21,2,False,0.3,-1000
279,21,2,False,0,-2000
280,22,1,False,1.4,450
281,22,1,False,1.2,400
282,22,1,False,1.1,200
283,22,1,False,0.9,100
284,22,1,False,0.3,0
285,22,1,False,0,-2000
286,22,2,False,1.2,-300
287,22,2,False,1.1,-400
288,22,2,False,1,-500
289,22,2,False,0.9,-700
290,22,2,False,0.8,-800
291,22,2,False,0.5,-900
292,22,2,False,0.3,-1100
293,22,2,False,0,-2000
294,23,1,False,1.4,400
295,23,1,False,1.2,300
296,23,1,False,1.1,200
297,23,1,False,0.9,100
298,23,1,False,0.3,0
299,23,1,False,0,-2000
300,23,2,False,1.2,-400
301,23,2,False,1.1,-500
302,23,2,False,1,-600
303,23,2,False,0.9,-700
304,23,2,False,0.8,-800
305,23,2,False,0.5,-900
306,23,2,False,0.3,-1100
307,23,2,False,0,-2000
308,24,1,False,1.4,350
309,24,1,False,1.2,300
310,24,1,False,1.1,200
311,24,1,False,0.9,100
312,24,1,False,0.3,0
313,24,1,False,0,-2000
314,24,2,False,1.2,-500
315,24,2,False,1.1,-600
316,24,2,False,1,-700
317,24,2,False,0.9,-800
318,24,2,False,0.5,-900
319,24,2,False,0.3,-1200
320,24,2,False,0,-2000
321,25,1,False,1.1,200
322,25,1,False,1,100
323,25,1,False,0.9,0
324,25,1,False,0.3,-100
325,25,1,False,0,-3000
326,25,2,False,1,-1000
327,25,2,False,0.9,-1100
328,25,2,False,0.3,-1300
329,25,2,False,0,-3000
330,26,1,False,1.1,150
331,26,1,False,1,50
332,26,1,False,0.9,-50
333,26,1,False,0.3,-100
334,26,1,False,0,-3000
335,26,2,False,1,-1050
336,26,2,False,0.3,-1300
337,26,2,False,0,-3000
338,27,1,False,1.1,50
339,27,1,False,1,0
340,27,1,False,0.9,-50
341,27,1,False,0.3,-100
342,27,1,False,0,-3500
343,27,2,False,1,-1100
344,27,2,False,0.3,-1300
345,27,2,False,0,-3500
346,28,1,False,1.1,0
347,28,1,False,1,-50
348,28,1,False,0.9,-100
349,28,1,False,0.3,-150
350,28,1,False,0,-3500
351,28,2,False,1,-1200
352,28,2,False,0.3,-1450
353,28,2,False,0,-3500
354,29,1,False,1.1,-50
355,29,1,False,1,-100
356,29,1,False,0.9,-150
357,29,1,False,0.3,-200
358,29,1,False,0,-3800
359,29,2,False,1,-1300
360,29,2,False,0.3,-1550
361,29,2,False,0,-3800
362,30,1,False,1.1,-100
363,30,1,False,1,-150
364,30,1,False,0.9,-200
365,30,1,False,0.3,-250
366,30,1,False,0,-3800
367,30,2,False,1,-1400
368,30,2,False,0.3,-1650
369,30,2,False,0,-3800
370,31,1,False,1.1,-150
371,31,1,False,1,-200
372,31,1,False,0.9,-250
373,31,1,False,0.3,-300
374,31,1,False,0,-4000
375,31,2,False,1,-1450
376,31,2,False,0.3,-1700
377,31,2,False,0,-4000
378,32,1,False,1.1,-150
379,32,1,False,1,-200
380,32,1,False,0.9,-250
381,32,1,False,0.3,-300
382,32,1,False,0,-4000
383,32,2,False,1,-1500
384,32,2,False,0.3,-1750
385,32,2,False,0,-4000
386,33,1,False,1.1,-200
387,33,1,False,1,-250
388,33,1,False,0.9,-300
389,33,1,False,0.3,-400
390,33,1,False,0,-4000
391,33,2,False,1,-1550
392,33,2,False,0.3,-1800
393,33,2,False,0,-4000
394,34,1,False,1.1,-250
395,34,1,False,1,-300
396,34,1,False,0.9,-350
397,34,1,False,0.3,-500
398,34,1,False,0,-4500
399,34,2,False,1,-1650
400,34,2,False,0.3,-1900
401,34,2,False,0,-4500
402,4,1,True,1.5,19200
403,4,1,True,1.2,14200
404,4,1,True,1.1,9200
405,4,1,True,1,6200
406,4,1,True,0.9,4200
407,4,1,True,0.6,3200
408,4,1,True,0.2,2200
409,4,1,True,0,-800
410,4,2,True,1.2,10000
411,4,2,True,1.1,7000
412,4,2,True,1,5000
413,4,2,True,0.9,4000
414,4,2,True,0.7,3000
415,4,2,True,0.4,2000
416,4,2,True,0.1,1000
417,4,2,True,0,0
418,5,1,True,1.5,19200
419,5,1,True,1.2,14200
420,5,1,True,1.1,9200
421,5,1,True,1,6200
422,5,1,True,0.9,4200
423,5,1,True,0.6,3200
424,5,1,True,0.2,2200
425,5,1,True,0,-800
426,5,2,True,1.2,10000
427,5,2,True,1.1,7000
428,5,2,True,1,5000
429,5,2,True,0.9,4000
430,5,2,True,0.7,3000
431,5,2,True,0.4,2000
432,5,2,True,0.1,1000
433,5,2,True,0,0
434,6,1,True,1.5,11200
435,6,1,True,1.2,8200
436,6,1,True,1.1,6200
437,6,1,True,1,4200
438,6,1,True,0.9,3200
439,6,1,True,0.6,2200
440,6,1,True,0.2,1200
441,6,1,True,0,-800
442,6,2,True,1.2,7000
443,6,2,True,1.1,5000
444,6,2,True,1,4000
445,6,2,True,0.9,3000
446,6,2,True,0.7,2000
447,6,2,True,0.4,1000
448,6,2,True,0.1,500
449,6,2,True,0,0
450,7,1,True,1.4,11200
451,7,1,True,1.2,8200
452,7,1,True,1.1,6200
453,7,1,True,1,4200
454,7,1,True,0.9,3200
455,7,1,True,0.6,2200
456,7,1,True,0.2,1200
457,7,1,True,0,-1000
458,7,2,True,1.2,5000
459,7,2,True,1.1,3000
460,7,2,True,1,1000
461,7,2,True,0.9,-100
462,7,2,True,0.7,-400
463,7,2,True,0.4,-700
464,7,2,True,0,-1500
465,8,1,True,1.4,11200
466,8,1,True,1.2,8200
467,8,1,True,1.1,6200
468,8,1,True,1,4200
469,8,1,True,0.9,3200
470,8,1,True,0.6,2200
471,8,1,True,0.2,1200
472,8,1,True,0,-1000
473,8,2,True,1.2,3000
474,8,2,True,1.1,1000
475,8,2,True,1,500
476,8,2,True,0.9,-200
477,8,2,True,0.7,-500
478,8,2,True,0.4,-800
479,8,2,True,0,-1500
480,9,1,True,1.4,6200
481,9,1,True,1.2,5200
482,9,1,True,1.1,4200
483,9,1,True,1,3200
484,9,1,True,0.9,2200
485,9,1,True,0.7,1200
486,9,1,True,0.3,200
487,9,1,True,0,-1000
488,9,2,True,1.2,3000
489,9,2,True,1.1,1000
490,9,2,True,1,500
491,9,2,True,0.9,-200
492,9,2,True,0.7,-600
493,9,2,True,0.4,-1000
494,9,2,True,0,-1500
495,10,1,True,1.3,3700
496,10,1,True,1.2,2700
497,10,1,True,1.1,2200
498,10,1,True,1,1700
499,10,1,True,0.9,600
500,10,1,True,0.7,0
501,10,1,True,0.3,-200
502,10,1,True,0,-2000
503,10,2,True,1.2,1600
504,10,2,True,1.1,900
505,10,2,True,1,400
506,10,2,True,0.9,-200
507,10,2,True,0.8,-400
508,10,2,True,0.6,-800
509,10,2,True,0.3,-1200
510,10,2,True,0,-2000
511,11,1,True,1.4,3200
512,11,1,True,1.2,2200
513,11,1,True,1.1,1700
514,11,1,True,1,1200
515,11,1,True,0.9,400
516,11,1,True,0.7,0
517,11,1,True,0.3,-300
518,11,1,True,0,-2000
519,11,2,True,1.2,1200
520,11,2,True,1.1,800
521,11,2,True,1,100
522,11,2,True,0.9,-300
523,11,2,True,0.8,-600
524,11,2,True,0.6,-800
525,11,2,True,0.3,-1300
526,11,2,True,0,-2000
527,12,1,True,1.4,2800
528,12,1,True,1.2,1700
529,12,1,True,1.1,1200
530,12,1,True,1,800
531,12,1,True,0.9,0
532,12,1,True,0.7,-200
533,12,1,True,0.3,-400
534,12,1,True,0,-2000
535,12,2,True,1.2,1000
536,12,2,True,1.1,700
537,12,2,True,1,-200
538,12,2,True,0.9,-400
539,12,2,True,0.8,-700
540,12,2,True,0.6,-900
541,12,2,True,0.3,-1400
542,12,2,True,0,-2000
543,13,1,True,1.4,2600
544,13,1,True,1.2,1600
545,13,1,True,1.1,1000
546,13,1,True,1,600
547,13,1,True,0.9,-100
548,13,1,True,0.7,-200
549,13,1,True,0.3,-500
550,13,1,True,0,-2000
551,13,2,True,1.2,700
552,13,2,True,1.1,500
553,13,2,True,1,-200
554,13,2,True,0.9,-400
555,13,2,True,0.8,-700
556,13,2,True,0.6,-900
557,13,2,True,0.3,-1400
558,13,2,True,0,-2000
559,14,1,True,1.4,2600
560,14,1,True,1.2,1600
561,14,1,True,1.1,1000
562,14,1,True,1,600
563,14,1,True,0.9,-100
564,14,1,True,0.7,-200
565,14,1,True,0.3,-500
566,14,1,True,0,-2000
567,14,2,True,1.2,700
568,14,2,True,1.1,500
569,14,2,True,1,-200
570,14,2,True,0.9,-400
571,14,2,True,0.8,-700
572,14,2,True,0.6,-900
573,14,2,True,0.3,-1400
574,14,2,True,0,-2000
575,15,1,True,1.4,2000
576,15,1,True,1.2,1200
577,15,1,True,1.1,800
578,15,1,True,1,400
579,15,1,True,0.9,-200
580,15,1,True,0.7,-300
581,15,1,True,0.3,-600
582,15,1,True,0,-2000
583,15,2,True,1.2,600
584,15,2,True,1.1,400
585,15,2,True,1,-300
586,15,2,True,0.9,-600
587,15,2,True,0.8,-900
588,15,2,True,0.6,-1200
589,15,2,True,0.3,-1500
590,15,2,True,0,-2000
591,16,1,True,1.4,1600
592,16,1,True,1.2,800
593,16,1,True,1.1,400
594,16,1,True,1,300
595,16,1,True,0.9,-200
596,16,1,True,0.7,-300
597,16,1,True,0.3,-600
598,16,1,True,0,-2000
599,16,2,True,1.2,500
600,16,2,True,1.1,300
601,16,2,True,1,-300
602,16,2,True,0.9,-500
603,16,2,True,0.8,-800
604,16,2,True,0.6,-1000
605,16,2,True,0.3,-1500
606,16,2,True,0,-2000
607,17,1,True,1.4,1600
608,17,1,True,1.2,800
609,17,1,True,1.1,400
610,17,1,True,1,300
611,17,1,True,0.9,-200
612,17,1,True,0.7,-300
613,17,1,True,0.3,-600
614,17,1,True,0,-2000
615,17,2,True,1.2,500
616,17,2,True,1.1,300
617,17,2,True,1,-300
618,17,2,True,0.9,-500
619,17,2,True,0.8,-800
620,17,2,True,0.6,-1000
621,17,2,True,0.3,-1500
622,17,2,True,0,-2000
623,18,1,True,1.4,1400
624,18,1,True,1.2,700
625,18,1,True,1.1,400
626,18,1,True,1,200
627,18,1,True,0.9,-300
628,18,1,True,0.7,-500
629,18,1,True,0.3,-700
630,18,1,True,0,-2000
631,18,2,True,1.2,400
632,18,2,True,1.1,200
633,18,2,True,1,-300
634,18,2,True,0.9,-600
635,18,2,True,0.8,-900
636,18,2,True,0.6,-1200
637,18,2,True,0.3,-1600
638,18,2,True,0,-2000
639,19,1,True,1.4,650
640,19,1,True,1.2,600
641,19,1,True,1.1,400
642,19,1,True,0.9,200
643,19,1,True,0.3,0
644,19,1,True,0,-2000
645,19,2,True,1.2,0
646,19,2,True,1.1,-100
647,19,2,True,1,-300
648,19,2,True,0.9,-600
649,19,2,True,0.8,-700
650,19,2,True,0.5,-800
651,19,2,True,0.3,-900
652,19,2,True,0,-2000
653,20,1,True,1.4,600
654,20,1,True,1.2,500
655,20,1,True,1.1,300
656,20,1,True,0.9,200
657,20,1,True,0.3,0
658,20,1,True,0,-2000
659,20,2,True,1.2,-100
660,20,2,True,1.1,-200
661,20,2,True,1,-400
662,20,2,True,0.9,-600
663,20,2,True,0.8,-700
664,20,2,True,0.5,-800
665,20,2,True,0.3,-900
666,20,2,True,0,-2000
667,21,1,True,1.4,500
668,21,1,True,1.2,400
669,21,1,True,1.1,300
670,21,1,True,0.9,200
671,21,1,True,0.3,0
672,21,1,True,0,-2000
673,21,2,True,1.2,-200
674,21,2,True,1.1,-300
675,21,2,True,1,-500
676,21,2,True,0.9,-700
677,21,2,True,0.8,-800
678,21,2,True,0.5,-900
679,21,2,True,0.3,-1000
680,21,2,True,0,-2000
681,22,1,True,1.4,450
682,22,1,True,1.2,400
683,22,1,True,1.1,200
684,22,1,True,0.9,100
685,22,1,True,0.3,0
686,22,1,True,0,-2000
687,22,2,True,1.2,-300
688,22,2,True,1.1,-400
689,22,2,True,1,-500
690,22,2,True,0.9,-700
691,22,2,True,0.8,-800
692,22,2,True,0.5,-900
693,22,2,True,0.3,-1100
694,22,2,True,0,-2000
695,23,1,True,1.4,400
696,23,1,True,1.2,300
697,23,1,True,1.1,200
698,23,1,True,0.9,100
699,23,1,True,0.3,0
700,23,1,True,0,-2000
701,23,2,True,1.2,-400
702,23,2,True,1.1,-500
703,23,2,True,1,-600
704,23,2,True,0.9,-700
705,23,2,True,0.8,-800
706,23,2,True,0.5,-900
707,23,2,True,0.3,-1100
708,23,2,True,0,-2000
709,24,1,True,1.4,350
710,24,1,True,1.2,300
711,24,1,True,1.1,200
712,24,1,True,0.9,100
713,24,1,True,0.3,0
714,24,1,True,0,-2000
715,24,2,True,1.2,-500
716,24,2,True,1.1,-600
717,24,2,True,1,-700
718,24,2,True,0.9,-800
719,24,2,True,0.5,-900
720,24,2,True,0.3,-1200
721,24,2,True,0,-2000
722,25,1,True,1.1,200
723,25,1,True,1,100
724,25,1,True,0.9,0
725,25,1,True,0.3,-100
726,25,1,True,0,-3000
727,25,2,True,1,-1000
728,25,2,True,0.9,-1100
729,25,2,True,0.3,-1300
730,25,2,True,0,-3000
731,26,1,True,1.1,100
732,26,1,True,1,0
733,26,1,True,0.9,-100
734,26,1,True,0.3,-200
735,26,1,True,0,-3000
736,26,2,True,1,-1200
737,26,2,True,0.3,-1400
738,26,2,True,0,-3000
739,27,1,True,1.1,0
740,27,1,True,1,-50
741,27,1,True,0.9,-150
742,27,1,True,0.3,-250
743,27,1,True,0,-3500
744,27,2,True,1,-1350
745,27,2,True,0.3,-1550
746,27,2,True,0,-3500
747,28,1,True,1.1,-50
748,28,1,True,1,-100
749,28,1,True,0.9,-200
750,28,1,True,0.3,-300
751,28,1,True,0,-3500
752,28,2,True,1,-1500
753,28,2,True,0.3,-1700
754,28,2,True,0,-3500
755,29,1,True,1.1,-100
756,29,1,True,1,-150
757,29,1,True,0.9,-250
758,29,1,True,0.3,-350
759,29,1,True,0,-3800
760,29,2,True,1,-1600
761,29,2,True,0.3,-1800
762,29,2,True,0,-3800
763,30,1,True,1.1,-150
764,30,1,True,1,-200
765,30,1,True,0.9,-300
766,30,1,True,0.3,-400
767,30,1,True,0,-3800
768,30,2,True,1,-1700
769,30,2,True,0.3,-1900
770,30,2,True,0,-3800
771,31,1,True,1.1,-200
772,31,1,True,1,-300
773,31,1,True,0.9,-400
774,31,1,True,0.3,-500
775,31,1,True,0,-4000
776,31,2,True,1,-1800
777,31,2,True,0.3,-2000
778,31,2,True,0,-4000
779,32,1,True,1.1,-200
780,32,1,True,1,-300
781,32,1,True,0.9,-400
782,32,1,True,0.3,-500
783,32,1,True,0,-4000
784,32,2,True,1,-1900
785,32,2,True,0.3,-2100
786,32,2,True,0,-4000
787,33,1,True,1.1,-250
788,33,1,True,1,-350
789,33,1,True,0.9,-450
790,33,1,True,0.3,-550
791,33,1,True,0,-4000
792,33,2,True,1,-2000
793,33,2,True,0.3,-2200
794,33,2,True,0,-4000
795,34,1,True,1.1,-300
796,34,1,True,1,-400
797,34,1,True,0.9,-500
798,34,1,True,0.3,-600
799,34,1,True,0,-4500
800,34,2,True,1,-2200
801,34,2,True,0.3,-2400
802,34,2,True,0,-4500
