---,WeaponID,WeaponName,OutmenuID,WeaponAssetPath,ShotPrjID,ShotPrjIDLv2,ShotPrjIDLv3,ShotPosOffSetX,ShotPosOffSetY,ShotPosOffSetZ,InputType,WeaponAtkType,WeaponAtkTaeget,MaxLockOnNum,LockOnDistance,NearLockOn,WeaponKind,WeaponHoldType,AttachType,SubWepID,SideTrgAct,SideTrgWepID,SideNoAttack,PermissionSuperDash,PermissionOnGround,InputInterval,RapidInterval,ChargeTime,StartTime,ShotingTime,StopTime,AddLimitLengthStartTime,AddLimitLengthEndTime,IsSharingMagazine,DecBulletType,ReloadType,AttackPermitMaxBulletNum,ReloadTime,FirstReloadTime,ReloadStopTime,ReloadNum,MaxBulletNum,FirstBulletNum,BulletPerShot,MinRapidNum,MaxRapidNum,CustomReloadType,TmpData1,TmpData2,TmpData3,TmpData4,TmpData5,TmpData6,TmpData7,TmpData8,TmpData9,TmpData10,WpMoveVal01,WpMoveVal02,WpMoveVal03,EquipRollAssault,EquipRollVanguard,EquipRollSupport,EquipRollRanger,BuddyWeaponType,WeaponAnimeID,HoldWeaponType,HoldTime,RecoilMotionType,RecoilMoveTiming,RecoilMovePower,ShotCharaEffect,CameraType,ShakeType,StrengthShake,ShakeRate,IsWpAnimIdle,IsWpAnimRecoil,IsWpAnimReady,IsWpAnimReloadIn,IsWpAnimReloadLoop,IsWpAnimReloadOut,IsWpAnimChangeStorage,IsWpAnimChangeExpansion,IsWpAnimTransStart,IsWpAnimTransEnd,IsWpAnimTransLoop,IsWpAnimTransStartSub,IsWpAnimTransEndSub,IsWpAnimTransLoopSub,IsWpAnimGrapTransOpen,IsWpAnimGrapTransClose,IsWpAnimGrapTransOpenSub,IsWpAnimGrapTransCloseSub,IsCenterAimHUD,IsChangeColor,WeaponMaker,WeaponIcon,WeaponInfoTriggerType,WeaponInfo1,WeaponInfo2,WeaponInfo3,WeaponInfo4,WeaponInfo5,WeaponInfoScoreEvaluation,WeaponInfoPlayerDamage,WeaponInfoMobDamage,WeaponInfoRapidSpeed,WeaponInfoMagazine,WeaponInfoReloadSpeed,WeaponInfoUseable,WeaponInfoOther,WeaponCategory,WeaponSlayerEnemyType,WeaponInfoTargetOwner,WeaponInfoTargetFriendPlayer,WeaponInfoTargetFriendMob,WeaponInfoTargetFriendObject,WeaponInfoTargetEnemyPlayer,WeaponInfoTargetEnemyMob,WeaponInfoTargetEnemyObject,WeaponInfo2on2CrossBurst,WeaponInfo2on2BurstGauge,WeaponSizeInfo,WeaponInfoFlavorText_Main,WeaponInfoFlavorText_Sub,IsDefault
WPN_DoubleRocketPunch,65,飛翔拳 双天,520,/Game/Character/weapon/Blueprint/wp00065/BP_WpDoubleRocketPunchMain.uasset,90,0,0,0,0,0,EWeaponAttackIntervalType::Trigger,EWeaponAttackType::Ranged,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Main,EWeaponHoldType::Both,EAttachType::Wrist,0,ESideTrgAct::AttackEquipSubWeapon,10012,0,0,0,0.5,1,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::EmptyReload,0,9,9,0,1,1,1,1,1,1,ECustomReloadType::Bullet,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::None,0,EHoldWeaponType::OneHandGun,0.25,ERecoilMotionType::RocketPunchRecoil,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::ImpactStatic,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker002,EWeaponIcon::None,EWeaponInfoTriggerType::Single,EWeaponInfo::OneShotFlinch,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::B_Plus,EWeaponInfoRank::D,EWeaponInfoRank::C,EWeaponInfoRank::E,EWeaponInfoRank::C,EWeaponInfoRank::C,EWeaponInfoRank::None,EWeaponCategory::ShootingShort,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：殴重鋼匠　　型番：殴零拾式\nエア・リアルの両手に装着し、\nパンチを敵めがけて発射することで攻撃する。\n読みは「ひしょうけん　そうてん」。,　分類：ロケットパンチ　　属性：実弾　　　 \n\n誘導性能が高いパンチを撃つ。\n左右とも同じ性能で、敵の弾丸を弾く。,0
WPN_Whip,66,,0,/Game/Character/weapon/Blueprint/wp00066/BP_WpWhip.uasset,92,0,0,0,0,0,EWeaponAttackIntervalType::Trigger,EWeaponAttackType::Grapple,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Main,EWeaponHoldType::Both,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Grap,EWeaponReloadType::EmptyReload,0,2,2,0,1,1,1,1,1,1,ECustomReloadType::None,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,EBuddyWeaponType::None,0,EHoldWeaponType::OneHandGun,0.35,ERecoilMotionType::Small,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::None,EWeaponIcon::None,EWeaponInfoTriggerType::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponCategory::ShootingShort,EWeaponSlayerEnemyType::None,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,,,0
WPN_TwinSword,67,ブレードジップ,501,/Game/Character/weapon/Blueprint/wp00067/BP_WpTwinSword_Main.uasset,93,0,0,0,0,0,EWeaponAttackIntervalType::Trigger,EWeaponAttackType::Grapple,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Main,EWeaponHoldType::Both,EAttachType::Hand,0,ESideTrgAct::AttackEquipSubWeapon,10013,0,0,0,1,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Grap,EWeaponReloadType::EmptyReload,0,4.5,4.5,0,1,1,1,1,1,1,ECustomReloadType::Grap,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Slash,0,EHoldWeaponType::OneHandGun,0.3,ERecoilMotionType::None,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::DampedDynamic,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::Single,EWeaponInfo::OneShotDown,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::A,EWeaponInfoRank::B,EWeaponInfoRank::None,EWeaponInfoRank::E,EWeaponInfoRank::B_Plus,EWeaponInfoRank::B,EWeaponInfoRank::None,EWeaponCategory::GrapShort,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：WXW　　型番：WXW-02A\nカーディナル用に開発された武器。噂によると地球に存在した天才二刀流剣士の剣法を参考にして作られたとか。,　分類：双剣　　　　　　　属性：格闘　　　 \n\n左攻撃：左右入力方向に旋回しながら斬る。\n右攻撃：初撃をヒットさせると乱舞に派生。,0
WPN_LargeSword,68,大刃 水薙,503,/Game/Character/weapon/Blueprint/wp00068/BP_WpLargeSword_Main.uasset,102,0,0,0,0,0,EWeaponAttackIntervalType::Trigger,EWeaponAttackType::Grapple,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Main,EWeaponHoldType::Both,EAttachType::Hand,0,ESideTrgAct::AttackSubWeapon,10014,0,0,0,0,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Grap,EWeaponReloadType::EmptyReload,0,6,6,0,1,1,1,1,1,1,ECustomReloadType::Grap,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Slash,0,EHoldWeaponType::OneHandGun,0.35,ERecoilMotionType::Small,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::ImpactDynamic,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker002,EWeaponIcon::None,EWeaponInfoTriggerType::Single,EWeaponInfo::OneShotDown,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::B_Plus,EWeaponInfoRank::B_Plus,EWeaponInfoRank::None,EWeaponInfoRank::E,EWeaponInfoRank::B_Plus,EWeaponInfoRank::B,EWeaponInfoRank::None,EWeaponCategory::GrapShort,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：殴重鋼匠　　型番：殴拾式\n自機の武器システムにアクセスし、攻撃力を一定時間上昇させる機能が内蔵されている。\n読みは「たいじん　みずち」。,　分類：両手剣　　　　　　属性：格闘　　　 \n自らの攻撃力を上げる事ができる格闘武器。\n左攻撃：一定時間攻撃力を上昇させる。\n右攻撃：2段目まで派生可能な格闘攻撃。,0
WPN_HammerCanon,69,ブラックスミス,502,/Game/Character/weapon/Blueprint/wp00069/BP_WpHammer.uasset,107,0,0,0,0,0,EWeaponAttackIntervalType::Trigger,EWeaponAttackType::WholeBody,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Main,EWeaponHoldType::Both,EAttachType::Hand,0,ESideTrgAct::AttackSubWeapon,10015,0,0,0,0.5,0.5,0,0.2,0,0.3,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::Reset,0,7.5,7.5,0,1,1,1,1,1,1,ECustomReloadType::Bullet,0,0,0,0,0,0,0,0,0,1,125,1,-1,0,0,0,0,EBuddyWeaponType::None,0,EHoldWeaponType::BothRifles,0.4,ERecoilMotionType::Back,ERecoilMoveTiming::Every,ERecoilMovePower::Weak,EShotCharaEffect::None,AttackWholeCenter,EShakeType::ImpactDynamic,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::Single,EWeaponInfo::OneShotDown,EWeaponInfo::BadState_Fire,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::A,EWeaponInfoRank::B,EWeaponInfoRank::None,EWeaponInfoRank::E,EWeaponInfoRank::B_Plus,EWeaponInfoRank::C,EWeaponInfoRank::None,EWeaponCategory::ShootingMiddle,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：WXW　　型番：WXW-03A\nゴールテン・ダー用に開発された武器。\n「打撃も射撃もたっぷりやらせろ」という\n某アズワンのワガママにより作られた。,　分類：ハンマーキャノン　属性：格闘/実弾　\n\n左攻撃：隙が大きいが高威力の単発格闘。\n右攻撃：一定時間炎上する榴弾を撃つ。　　　　　,0
WPN_LargeBeamSaber,70,O.G. ティターン,505,/Game/Character/weapon/Blueprint/wp00070/BP_WpLargeBeamSaberMain.uasset,108,0,0,0,0,0,EWeaponAttackIntervalType::Trigger,EWeaponAttackType::Grapple,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Main,EWeaponHoldType::Both,EAttachType::Hand,0,ESideTrgAct::AttackSubWeapon,10016,0,0,0,1,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Grap,EWeaponReloadType::EmptyReload,0,6,6,0,1,1,1,1,1,1,ECustomReloadType::Grap,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,EBuddyWeaponType::BigWeapon,0,EHoldWeaponType::OneHandGun,0.3,ERecoilMotionType::None,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::DampedDynamic,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::Single,EWeaponInfo::OneShotDown,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::B_Plus,EWeaponInfoRank::B_Plus,EWeaponInfoRank::None,EWeaponInfoRank::E,EWeaponInfoRank::B,EWeaponInfoRank::A,EWeaponInfoRank::None,EWeaponCategory::GrapMiddle,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：WXW　　型番：WXW-91A05\n「巨人」の名を冠するオーバー・ギア。質量が有り過ぎるため扱うには大きく隙を晒してしまうが、\n威力は非常に高い。,　分類：両手剣　　　　　　属性：格闘　　　 \n巨大なレーザーソードの格闘攻撃。\n左攻撃：高威力の縦斬り。\n右攻撃：広範囲の横斬り。　　　　　,0
WPN_SentryGun,71,ターレットBR,911,/Game/Character/weapon/Blueprint/wp00071/BP_WpSentryGun.uasset,112,0,0,0,0,0,EWeaponAttackIntervalType::Release,EWeaponAttackType::Throwing,EWeaponAtkTaeget::None,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0.5,0,EDecBulletType::Bullet,EWeaponReloadType::Reset,0,12,12,0,2,2,2,1,1,1,ECustomReloadType::Beam,80,12500,100,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Throw,0,EHoldWeaponType::OneHandGun,0.1,ERecoilMotionType::Middle,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::Release,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::Small,EWeaponInfoRank::C,EWeaponInfoRank::C,EWeaponInfoRank::B,EWeaponInfoRank::E,EWeaponInfoRank::D,EWeaponInfoRank::A,EWeaponInfoRank::None,EWeaponCategory::Throw,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：WXW　　型番：WXW-08\n自律型光学武器。設置すると指示を\n出さずとも自動的に攻撃してくれるため、\n操縦者の負荷が軽い。,　分類：自動砲台　　　　属性：設置/ビーム　　 \n\n任意の場所に設置後、一定時間滞在。　　\n近くの敵を自動でロックしビームを撃つ。,0
WPN_Grenade,72,グルナード,310,/Game/Character/weapon/Blueprint/wp00072/BP_WpGrenade.uasset,113,0,0,0,0,0,EWeaponAttackIntervalType::Press,EWeaponAttackType::Throwing,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0,0.3,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::Reset,0,7.5,7.5,0,3,3,3,1,1,1,ECustomReloadType::Bullet,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Throw,0,EHoldWeaponType::OneHandGun,0.1,ERecoilMotionType::Small,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker004,EWeaponIcon::None,EWeaponInfoTriggerType::Hold,EWeaponInfo::OneShotDown,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::B_Plus,EWeaponInfoRank::B_Plus,EWeaponInfoRank::C,EWeaponInfoRank::D,EWeaponInfoRank::B_Plus,EWeaponInfoRank::C,EWeaponInfoRank::None,EWeaponCategory::Throw,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：AVENIR　　型番：AVN-04\n榴弾射出兵器。\n爆発力の高い弾頭を、投射器によって\n遠距離に放つことができる。,　分類：投擲爆弾　　　　　属性：実弾　　　 \n\n遠くに飛ばすことのできる爆弾。連射可能。,0
WPN_3WayGrenade,73,,0,/Game/Character/weapon/Blueprint/wp00073/BP_Wp3WayGrenade.uasset,114,0,0,0,0,0,EWeaponAttackIntervalType::Release,EWeaponAttackType::Throwing,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::EmptyReload,0,2,2,0,1,1,1,1,1,1,ECustomReloadType::None,2,5,2,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Throw,0,EHoldWeaponType::OneHandGun,0.2,ERecoilMotionType::Middle,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponCategory::Throw,EWeaponSlayerEnemyType::None,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,,,0
WPN_HealArea,74,ソワン・ヒーリア,921,/Game/Character/weapon/Blueprint/wp00074/BP_WpHealArea.uasset,115,0,0,0,0,0,EWeaponAttackIntervalType::Release,EWeaponAttackType::Throwing,EWeaponAtkTaeget::None,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::EmptyReload,0,15,15,0,1,1,0,1,1,1,ECustomReloadType::Heal,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Healing,0,EHoldWeaponType::OneHandGun,0.1,ERecoilMotionType::Middle,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker004,EWeaponIcon::None,EWeaponInfoTriggerType::Release,EWeaponInfo::Heal,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::Medium,EWeaponInfoRank::None,EWeaponInfoRank::None,EWeaponInfoRank::E,EWeaponInfoRank::E,EWeaponInfoRank::D,EWeaponInfoRank::A,EWeaponInfoRank::C,EWeaponCategory::Throw,EWeaponSlayerEnemyType::FriendOwner,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：AVENIR　　型番：AVN-60\n敵と味方を識別し、味方だけを修理する\nシステムが搭載されているため、\n乱戦時でも問題なく使用できる。,　分類：範囲回復　　　　　属性：設置/補助　　　 \n設置後、アーマー値と耐久値を\n回復するエリアを発生。\nエリア内にいる自身と味方を徐々に回復。,0
WPN_SentryGunType02,75,,0,/Game/Character/weapon/Blueprint/wp00075/BP_WpSentryGunType02.uasset,0,0,0,0,0,0,EWeaponAttackIntervalType::None,EWeaponAttackType::None,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::EmptyReload,0,0,0,0,0,0,0,0,0,0,ECustomReloadType::None,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,EBuddyWeaponType::None,0,EHoldWeaponType::OneHandGun,0.35,ERecoilMotionType::Small,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponInfoRank::A_Plus,EWeaponCategory::Throw,EWeaponSlayerEnemyType::None,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,,,0
WPN_LineBomb,76,ボンバルド,311,/Game/Character/weapon/Blueprint/wp00076/BP_WpLineBomb.uasset,116,0,0,0,0,0,EWeaponAttackIntervalType::Release,EWeaponAttackType::Throwing,EWeaponAtkTaeget::Enemy,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::Reset,0,10,10,0,1,1,1,1,1,1,ECustomReloadType::BulletDebuff,2,8,2,100,2000,300,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Fire,0,EHoldWeaponType::OneHandGun,0.1,ERecoilMotionType::Middle,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker001,EWeaponIcon::None,EWeaponInfoTriggerType::Release,EWeaponInfo::BadState_Fire,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::None,EWeaponInfoRank::B_Plus,EWeaponInfoRank::B_Plus,EWeaponInfoRank::C,EWeaponInfoRank::E,EWeaponInfoRank::C,EWeaponInfoRank::C,EWeaponInfoRank::None,EWeaponCategory::Throw,EWeaponSlayerEnemyType::Enemy,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：WXW　　型番：WXW-42A\n広範囲を攻撃可能なグレネード。\n火山の噴火のごとく多数の火柱が発生し\n敵を炎で焼き焦がす。,　分類：投擲爆弾　　　　　属性：実弾/妨害　　　 \n\n高い火柱を順次発生させる爆弾。　　\nヒット時に敵を炎上させる効果がある。,0
WPN_ShieldArea,77,デ・ファーリア,920,/Game/Character/weapon/Blueprint/wp00077/BP_WpShieldArea.uasset,117,0,0,0,0,0,EWeaponAttackIntervalType::Release,EWeaponAttackType::Throwing,EWeaponAtkTaeget::None,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0.5,0.05,0,0,0,0,0.1,0.5,0,EDecBulletType::Bullet,EWeaponReloadType::EmptyReload,0,18,18,0,1,1,1,1,1,1,ECustomReloadType::Buff,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Support,0,EHoldWeaponType::OneHandGun,0.1,ERecoilMotionType::Middle,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker004,EWeaponIcon::None,EWeaponInfoTriggerType::Release,EWeaponInfo::Shield,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::Medium,EWeaponInfoRank::None,EWeaponInfoRank::None,EWeaponInfoRank::None,EWeaponInfoRank::A_Plus,EWeaponInfoRank::D,EWeaponInfoRank::B,EWeaponInfoRank::A,EWeaponCategory::Throw,EWeaponSlayerEnemyType::FriendOwner,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：AVENIR　　型番：AVN-50\n球状の防御壁を展開する装置。\n広範囲を守る事ができるが、敵機に防御壁内部へ\n侵入されてしまうと無力。,　分類：範囲シールド　　　属性：設置/補助　 \n設置場所に、対射撃の壁を球状に展開。\n時間経過か、攻撃を受け続けると消滅。\nまた、防御壁の中での攻撃は防げない。,0
WPN_Jammer,78,ジャメル,922,/Game/Character/weapon/Blueprint/wp00078/BP_WpJammer.uasset,118,0,0,0,0,0,EWeaponAttackIntervalType::Release,EWeaponAttackType::Throwing,EWeaponAtkTaeget::None,0,0,0,EWeaponKind::Sub,EWeaponHoldType::One,EAttachType::Hand,0,ESideTrgAct::None,0,0,0,0,0.5,0.05,0,0,0,0,0.1,1,0,EDecBulletType::Bullet,EWeaponReloadType::EmptyReload,0,12,12,0,1,1,0,1,1,1,ECustomReloadType::Debuff,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,EBuddyWeaponType::Throw,0,EHoldWeaponType::OneHandGun,0.1,ERecoilMotionType::Middle,ERecoilMoveTiming::None,ERecoilMovePower::None,EShotCharaEffect::None,None,EShakeType::None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EWeaponMaker::WeaponMaker004,EWeaponIcon::None,EWeaponInfoTriggerType::Release,EWeaponInfo::BadState_Jamming,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfo::None,EWeaponInfoScoreEvaluation::Medium,EWeaponInfoRank::None,EWeaponInfoRank::None,EWeaponInfoRank::E,EWeaponInfoRank::E,EWeaponInfoRank::D,EWeaponInfoRank::B,EWeaponInfoRank::None,EWeaponCategory::Throw,EWeaponSlayerEnemyType::EnemyPlayer,0,0,0,0,0,0,0,0,0,EWeaponSizeInfo::Medium,開発：AVENIR　　型番：AVN-75\nエア・リアルのセンサーを撹乱するノイズ\n発生装置を射出することができる\n特殊妨害装置。,　分類：ジャミング　　　　属性：設置/妨害 \n\n視覚情報を制限するエリアを　　\n一定時間展開する。,0
