---,QuestId,Order,OptionClearTypeId,OptionClearNum,ClearTypeId,ClearNum
223,2011,1,0,0,1003,1
224,2012,1,0,0,1002,3
225,2013,1,0,0,1101,5
226,2014,1,0,0,1103,5
227,2015,1,103,10,1100,5
228,2016,1,103,10,1100,1
229,2017,1,0,0,504,2019
230,2018,1,0,0,1001,3
231,2019,1,0,0,300,1
232,2020,1,0,0,620,10
233,2020,2,0,0,502,3000
234,2021,1,0,0,1003,2
235,2021,2,103,1,1101,1
236,2022,1,0,0,401,5000
237,2023,1,100,0,100,40
238,2023,2,0,0,500,10
239,2024,1,0,0,900,10
240,2024,2,0,0,1001,1
241,2025,1,0,0,501,3
242,2026,1,0,0,620,20
243,2026,2,100,0,621,3000
244,2026,3,0,0,503,10000
245,2027,1,0,0,901,15
246,2027,2,0,0,501,6
247,2028,1,0,0,1100,5
248,2029,1,0,0,1100,3
249,2029,2,0,0,500,30
250,2029,3,100,0,700,100
251,2030,1,100,0,621,1500
252,2030,2,0,0,1003,1
253,2031,1,0,0,400,1
254,2031,2,100,0,200,1
255,2032,1,0,0,900,3
256,2032,2,100,0,100,20
257,2033,1,0,0,502,3000
258,2033,2,100,0,300,1
259,2034,1,100,0,621,1500
260,2034,2,0,0,502,3000
261,2035,1,0,0,1103,5
262,2037,1,0,0,1103,2
263,2038,1,0,0,1003,1
264,2038,2,0,0,700,100
265,2039,1,0,0,1003,2
266,2039,2,0,0,1102,70
267,2040,1,0,0,1003,2
268,2040,2,0,0,1101,1
269,2041,1,0,0,1102,70
270,2042,1,0,0,1103,3
271,2043,1,0,0,600,5
272,2043,2,0,0,1102,30
273,2044,1,0,0,610,5
274,2044,2,0,0,1102,30
275,2045,1,0,0,620,5
276,2045,2,0,0,1102,30
277,2046,1,100,0,700,70
278,2046,2,0,0,1102,80
279,2047,1,0,0,301,4000
280,2047,2,0,0,401,6000
281,2048,1,102,2,1100,3
282,2048,2,100,0,1102,35
283,2049,1,0,0,1003,3
284,2050,1,0,0,1002,5
285,2050,2,103,5,1101,1
286,2051,1,0,0,1102,60
287,2051,2,103,10,1100,4
288,2052,1,0,0,1002,3
289,2053,1,0,0,1003,3
290,2053,2,0,0,1101,3
291,2054,1,0,0,1102,110
292,2054,2,0,0,1101,4
293,2055,1,0,0,1102,210
294,2055,2,0,0,1101,7
295,2056,1,100,0,500,5
296,2057,1,103,1,800,5
297,2058,1,0,0,1101,1
298,2059,1,0,0,1300,1
299,2060,1,0,0,1300,3
300,2060,2,0,0,1000,3
301,2061,1,0,0,1300,6
302,2061,2,0,0,901,12
303,2066,1,0,0,1002,1
304,2067,1,0,0,1003,2
305,2067,2,0,0,700,100
306,2068,1,0,0,501,1
307,2069,1,0,0,1102,80
308,2069,2,0,0,900,15
309,2070,1,0,0,1003,1
310,2071,1,0,0,1103,2
311,2071,2,0,0,900,5
312,2072,1,0,0,100,30
313,2072,2,0,0,1102,50
314,2073,1,0,0,1002,3
315,2073,2,0,0,1000,1
316,2074,1,0,0,1400,2
317,2074,2,0,0,701,3
318,2075,1,0,0,1002,2
319,2075,2,0,0,900,15
320,2076,1,0,0,1003,2
321,2076,2,0,0,901,5
322,2077,1,0,0,3002,2
323,2077,2,0,0,251,1000
324,2078,1,0,0,502,2000
325,2078,2,0,0,500,1
326,2079,1,0,0,250,1
327,2079,2,0,0,550,2000
328,2080,1,0,0,1102,60
329,2080,2,0,0,700,60
330,2081,1,0,0,700,250
331,2082,1,0,0,900,30
332,2083,1,0,0,1102,77
333,2084,1,0,0,1002,1
334,2085,1,0,0,1003,2
335,2085,2,0,0,900,15
336,2086,1,0,0,700,180
337,2086,2,0,0,901,5
338,2087,1,0,0,501,1
339,2087,2,0,0,1102,100
340,2088,1,0,0,1002,1
341,2088,2,0,0,504,2020
342,2089,1,0,0,900,15
343,2089,2,0,0,502,12000
344,2090,1,0,0,1003,3
345,2090,2,0,0,503,15000
346,2091,1,0,0,1102,90
347,2091,2,0,0,621,1000
348,2092,1,0,0,1002,1
349,2093,1,0,0,1003,2
350,2093,2,0,0,1102,90
351,2094,1,0,0,1001,3
352,2094,2,0,0,100,15
353,2095,1,0,0,1300,2
354,2100,1,0,0,504,20000
355,2101,1,0,0,501,10
356,2102,1,0,0,1001,5
357,2103,1,0,0,1003,10
358,2104,1,0,0,1003,1
359,2105,1,0,0,1002,2
360,2105,2,0,0,901,10
361,2106,1,0,0,1001,3
362,2106,2,0,0,100,15
363,2107,1,0,0,1101,1
364,2107,2,0,0,621,222
365,2108,1,0,0,1003,1
366,2109,1,0,0,1002,2
367,2109,2,0,0,901,10
368,2110,1,0,0,1001,3
369,2110,2,0,0,100,15
370,2111,1,0,0,1101,1
371,2111,2,0,0,504,426
372,2112,1,0,0,1003,1
373,2113,1,0,0,1002,2
374,2113,2,0,0,901,10
375,2114,1,0,0,1001,3
376,2114,2,0,0,100,15
377,2115,1,0,0,1101,1
378,2115,2,0,0,505,617
379,2116,1,0,0,1003,1
380,2117,1,0,0,1002,2
381,2117,2,0,0,901,10
382,2118,1,0,0,1001,3
383,2118,2,0,0,100,15
384,2119,1,0,0,1101,1
385,2119,2,0,0,611,812
386,2120,1,0,0,1002,1
387,2121,1,0,0,1003,2
388,2121,2,0,0,1102,90
389,2122,1,0,0,1001,3
390,2122,2,0,0,100,15
391,2123,1,0,0,1300,2
392,2124,1,0,0,1003,1
393,2125,1,0,0,900,15
394,2125,2,0,0,611,5000
395,2126,1,0,0,1002,3
396,2126,2,0,0,503,10000
397,2127,1,0,0,1003,3
398,2127,2,0,0,1101,1
399,2128,1,0,0,1001,1
400,2129,1,101,2,600,3
401,2130,1,101,2,610,3
402,2131,1,101,3,620,2
403,2132,1,0,0,901,7
404,2133,1,0,0,1102,77
405,2133,2,0,0,504,7777
406,2134,1,0,0,701,7
407,2134,2,0,0,507,7777
408,2135,1,0,0,1101,1
409,2135,2,0,0,508,7777
410,2136,1,0,0,1002,1
411,2137,1,0,0,700,300
412,2137,2,0,0,504,10000
413,2138,1,0,0,1003,3
414,2138,2,0,0,610,10
415,2139,1,0,0,1102,90
416,2139,2,0,0,503,10000
417,2140,1,0,0,1001,1
418,2141,1,0,0,1003,2
419,2141,2,0,0,100,15
420,2142,1,0,0,901,5
421,2142,2,0,0,201,1000
422,2143,1,0,0,1002,3
423,2143,2,0,0,301,3000
424,3001,1,0,0,500,1
425,3002,1,0,0,100,30
426,3003,1,0,0,700,50
427,3004,1,0,0,201,2000
428,3005,1,0,0,601,5000
429,3006,1,0,0,611,5000
430,3007,1,0,0,621,1500
431,3008,1,0,0,502,30000
432,3009,1,0,0,503,30000
433,3010,1,0,0,1000,1
434,3011,1,0,0,1003,1
435,3012,1,0,0,1002,3
436,3013,1,0,0,1101,5
437,3014,1,0,0,1103,5
438,3015,1,103,10,1100,5
439,3016,1,103,10,1100,1
440,3017,1,0,0,504,2019
441,3018,1,0,0,1001,3
442,3019,1,0,0,300,1
443,3020,1,0,0,501,3
444,3020,2,100,0,611,3000
445,3021,1,0,0,1003,2
446,3021,2,103,1,1101,1
447,3022,1,0,0,401,5000
448,3023,1,100,0,100,40
449,3023,2,0,0,500,10
450,3024,1,0,0,900,10
451,3024,2,0,0,1001,1
452,3025,1,0,0,501,3
453,3026,1,0,0,501,6
454,3026,2,0,0,502,10000
455,3026,3,0,0,503,10000
456,3027,1,0,0,901,15
457,3027,2,0,0,501,6
458,3028,1,0,0,1100,5
459,3029,1,0,0,1100,3
460,3029,2,0,0,500,30
461,3029,3,100,0,700,100
462,3030,1,100,0,621,1500
463,3030,2,0,0,1003,1
464,3031,1,0,0,400,1
465,3031,2,100,0,200,1
466,3032,1,0,0,900,3
467,3032,2,100,0,100,20
468,3033,1,0,0,502,3000
469,3033,2,100,0,300,1
470,3034,1,100,0,621,1500
471,3034,2,0,0,502,3000
472,3035,1,0,0,1103,5
473,3037,1,0,0,1103,2
474,3038,1,0,0,1003,1
475,3038,2,0,0,700,100
476,3039,1,0,0,1003,2
477,3039,2,0,0,1102,70
478,3040,1,0,0,1003,2
479,3040,2,0,0,1101,1
480,3041,1,0,0,1102,70
481,3042,1,0,0,1103,3
482,3043,1,0,0,600,5
483,3043,2,0,0,1102,30
484,3044,1,0,0,610,5
485,3044,2,0,0,1102,30
486,3045,1,0,0,620,5
487,3045,2,0,0,1102,30
488,3046,1,100,0,700,70
489,3046,2,0,0,1102,80
490,3047,1,0,0,301,4000
491,3047,2,0,0,401,6000
492,3048,1,102,2,1100,3
493,3048,2,100,0,1102,35
494,3049,1,0,0,1003,3
495,3050,1,0,0,1002,5
496,3050,2,103,5,1101,1
497,3051,1,0,0,1102,60
498,3051,2,103,10,1100,4
499,3052,1,0,0,1002,3
500,3053,1,0,0,1003,3
501,3053,2,0,0,1101,3
502,3054,1,0,0,1102,110
503,3054,2,0,0,1101,4
504,3055,1,0,0,1102,210
505,3055,2,0,0,1101,7
506,3056,1,100,0,500,5
507,3057,1,103,1,800,5
508,3058,1,0,0,1101,1
509,3059,1,0,0,1300,1
510,3060,1,0,0,1300,3
511,3060,2,0,0,1000,3
512,3061,1,0,0,1300,6
513,3061,2,0,0,901,12
514,3066,1,0,0,1002,1
515,3067,1,0,0,1003,2
516,3067,2,0,0,700,100
517,3068,1,0,0,501,1
518,3069,1,0,0,1102,80
519,3069,2,0,0,900,15
520,3070,1,0,0,1003,1
521,3071,1,0,0,1103,2
522,3071,2,0,0,900,5
523,3072,1,0,0,100,30
524,3072,2,0,0,1102,50
525,3073,1,0,0,1002,3
526,3073,2,0,0,1000,1
527,3074,1,0,0,1400,2
528,3074,2,0,0,701,3
529,3075,1,0,0,1002,2
530,3075,2,0,0,900,15
531,3076,1,0,0,1003,2
532,3076,2,0,0,901,5
533,3077,1,0,0,3002,2
534,3077,2,0,0,251,1000
535,3078,1,0,0,502,2000
536,3078,2,0,0,500,1
537,3079,1,0,0,250,1
538,3079,2,0,0,550,2000
539,3080,1,0,0,1102,60
540,3080,2,0,0,700,60
541,3081,1,0,0,700,250
542,3082,1,0,0,900,30
543,3083,1,0,0,1102,77
544,3084,1,0,0,1002,1
545,3085,1,0,0,1003,2
546,3085,2,0,0,900,15
547,3086,1,0,0,700,180
548,3086,2,0,0,901,5
549,3087,1,0,0,501,1
550,3087,2,0,0,1102,100
551,3088,1,0,0,1002,1
552,3088,2,0,0,504,2020
553,3089,1,0,0,900,15
554,3089,2,0,0,502,12000
555,3090,1,0,0,1003,3
556,3090,2,0,0,503,15000
557,3091,1,0,0,1102,90
558,3091,2,0,0,621,1000
559,3092,1,0,0,1002,1
560,3093,1,0,0,1003,2
561,3093,2,0,0,1102,90
562,3094,1,0,0,1001,3
563,3094,2,0,0,100,15
564,3095,1,0,0,1300,2
565,3100,1,0,0,504,20000
566,3101,1,0,0,501,10
567,3102,1,0,0,1001,5
568,3103,1,0,0,1003,10
569,3104,1,0,0,1003,1
570,3105,1,0,0,1002,2
571,3105,2,0,0,901,10
572,3106,1,0,0,1001,3
573,3106,2,0,0,100,15
574,3107,1,0,0,1101,1
575,3107,2,0,0,621,222
576,3108,1,0,0,1003,1
577,3109,1,0,0,1002,2
578,3109,2,0,0,901,10
579,3110,1,0,0,1001,3
580,3110,2,0,0,100,15
581,3111,1,0,0,1101,1
582,3111,2,0,0,504,426
583,3112,1,0,0,1003,1
584,3113,1,0,0,1002,2
585,3113,2,0,0,901,10
586,3114,1,0,0,1001,3
587,3114,2,0,0,100,15
588,3115,1,0,0,1101,1
589,3115,2,0,0,505,617
590,3116,1,0,0,1003,1
591,3117,1,0,0,1002,2
592,3117,2,0,0,901,10
593,3118,1,0,0,1001,3
594,3118,2,0,0,100,15
595,3119,1,0,0,1101,1
596,3119,2,0,0,611,812
597,3120,1,0,0,1002,1
598,3121,1,0,0,1003,2
599,3121,2,0,0,1102,90
600,3122,1,0,0,1001,3
601,3122,2,0,0,100,15
602,3123,1,0,0,1300,2
603,3124,1,0,0,1003,1
604,3125,1,0,0,900,15
605,3125,2,0,0,611,5000
606,3126,1,0,0,1002,3
607,3126,2,0,0,503,10000
608,3127,1,0,0,1003,3
609,3127,2,0,0,1101,1
610,3128,1,0,0,1001,1
611,3129,1,101,2,600,3
612,3130,1,101,2,610,3
613,3131,1,101,3,620,2
614,3132,1,0,0,901,7
615,3133,1,0,0,1102,77
616,3133,2,0,0,504,7777
617,3134,1,0,0,701,7
618,3134,2,0,0,507,7777
619,3135,1,0,0,1101,1
620,3135,2,0,0,508,7777
621,3136,1,0,0,1002,1
622,3137,1,0,0,700,300
623,3137,2,0,0,504,10000
624,3138,1,0,0,1003,3
625,3138,2,0,0,610,10
626,3139,1,0,0,1102,90
627,3139,2,0,0,503,10000
628,3140,1,0,0,1001,1
629,3141,1,0,0,1003,2
630,3141,2,0,0,100,15
631,3142,1,0,0,901,5
632,3142,2,0,0,201,1000
633,3143,1,0,0,1002,3
634,3143,2,0,0,301,3000
635,4001,1,0,0,500,1
636,4002,1,0,0,100,30
637,4003,1,0,0,700,50
638,4004,1,0,0,201,2000
639,4005,1,0,0,601,5000
640,4006,1,0,0,611,5000
641,4007,1,0,0,621,1500
642,4008,1,0,0,502,30000
643,4009,1,0,0,503,30000
644,4010,1,0,0,1000,1
645,4011,1,0,0,1003,1
646,4012,1,0,0,1002,3
647,4013,1,0,0,1101,5
648,4014,1,0,0,1103,5
649,4015,1,103,10,1100,5
650,4016,1,103,10,1100,1
651,4017,1,0,0,504,2019
652,4018,1,0,0,1001,3
653,4019,1,0,0,300,1
654,4020,1,0,0,501,3
655,4020,2,100,0,611,3000
656,4021,1,0,0,1003,2
657,4021,2,103,1,1101,1
658,4022,1,0,0,401,5000
659,4023,1,100,0,100,40
660,4023,2,0,0,500,10
661,4024,1,0,0,900,10
662,4024,2,0,0,1001,1
663,4025,1,0,0,501,3
664,4026,1,0,0,502,10000
665,4026,2,0,0,500,5
666,4026,3,0,0,501,3
667,4027,1,0,0,901,15
668,4027,2,0,0,501,6
669,4028,1,0,0,1100,5
670,4029,1,0,0,1100,3
671,4029,2,0,0,500,30
672,4029,3,100,0,700,100
673,4030,1,100,0,621,1500
674,4030,2,0,0,1003,1
675,4031,1,0,0,400,1
676,4031,2,100,0,200,1
677,4032,1,0,0,900,3
678,4032,2,100,0,100,20
679,4033,1,0,0,502,3000
680,4033,2,100,0,300,1
681,4034,1,100,0,621,1500
682,4034,2,0,0,502,3000
683,4035,1,0,0,1103,5
684,4037,1,0,0,1103,2
685,4038,1,0,0,1003,1
686,4038,2,0,0,700,100
687,4039,1,0,0,1003,2
688,4039,2,0,0,1102,70
689,4040,1,0,0,1003,2
690,4040,2,0,0,1101,1
691,4041,1,0,0,1102,70
692,4042,1,0,0,1103,3
693,4043,1,0,0,600,5
694,4043,2,0,0,1102,30
695,4044,1,0,0,610,5
696,4044,2,0,0,1102,30
697,4045,1,0,0,620,5
698,4045,2,0,0,1102,30
699,4046,1,100,0,700,70
700,4046,2,0,0,1102,80
701,4047,1,0,0,301,4000
702,4047,2,0,0,401,6000
703,4048,1,102,2,1100,3
704,4048,2,100,0,1102,35
705,4049,1,0,0,1003,3
706,4050,1,0,0,1002,5
707,4050,2,103,5,1101,1
708,4051,1,0,0,1102,60
709,4051,2,103,10,1100,4
710,4052,1,0,0,1002,3
711,4053,1,0,0,1003,3
712,4053,2,0,0,1101,3
713,4054,1,0,0,1102,110
714,4054,2,0,0,1101,4
715,4055,1,0,0,1102,210
716,4055,2,0,0,1101,7
717,4056,1,100,0,500,5
718,4057,1,103,1,800,5
719,4058,1,0,0,1101,1
720,4059,1,0,0,1300,1
721,4060,1,0,0,1300,3
722,4060,2,0,0,1000,3
723,4061,1,0,0,1300,6
724,4061,2,0,0,901,12
725,4066,1,0,0,1002,1
726,4067,1,0,0,1003,2
727,4067,2,0,0,700,100
728,4068,1,0,0,501,1
729,4069,1,0,0,1102,80
730,4069,2,0,0,900,15
731,4070,1,0,0,1003,1
732,4071,1,0,0,1103,2
733,4071,2,0,0,900,5
734,4072,1,0,0,100,30
735,4072,2,0,0,1102,50
736,4073,1,0,0,1002,3
737,4073,2,0,0,1000,1
738,4074,1,0,0,1400,2
739,4074,2,0,0,701,3
740,4075,1,0,0,1002,2
741,4075,2,0,0,900,15
742,4076,1,0,0,1003,2
743,4076,2,0,0,901,5
744,4077,1,0,0,3002,2
745,4077,2,0,0,251,1000
746,4078,1,0,0,502,2000
747,4078,2,0,0,500,1
748,4079,1,0,0,250,1
749,4079,2,0,0,550,2000
750,4080,1,0,0,1102,60
751,4080,2,0,0,700,60
752,4081,1,0,0,700,250
753,4082,1,0,0,900,30
754,4083,1,0,0,1102,77
755,4084,1,0,0,1002,1
756,4085,1,0,0,1003,2
757,4085,2,0,0,900,15
758,4086,1,0,0,700,180
759,4086,2,0,0,901,5
760,4087,1,0,0,501,1
761,4087,2,0,0,1102,100
762,4088,1,0,0,1002,1
763,4088,2,0,0,504,2020
764,4089,1,0,0,900,15
765,4089,2,0,0,502,12000
766,4090,1,0,0,1003,3
767,4090,2,0,0,503,15000
768,4091,1,0,0,1102,90
769,4091,2,0,0,621,1000
770,4092,1,0,0,1002,1
771,4093,1,0,0,1003,2
772,4093,2,0,0,1102,90
773,4094,1,0,0,1001,3
774,4094,2,0,0,100,15
775,4095,1,0,0,1300,2
776,4100,1,0,0,504,20000
777,4101,1,0,0,501,10
778,4102,1,0,0,1001,5
779,4103,1,0,0,1003,10
780,4104,1,0,0,1003,1
781,4105,1,0,0,1002,2
782,4105,2,0,0,901,10
783,4106,1,0,0,1001,3
784,4106,2,0,0,100,15
785,4107,1,0,0,1101,1
786,4107,2,0,0,621,222
787,4108,1,0,0,1003,1
788,4109,1,0,0,1002,2
789,4109,2,0,0,901,10
790,4110,1,0,0,1001,3
791,4110,2,0,0,100,15
792,4111,1,0,0,1101,1
793,4111,2,0,0,504,426
794,4112,1,0,0,1003,1
795,4113,1,0,0,1002,2
796,4113,2,0,0,901,10
797,4114,1,0,0,1001,3
798,4114,2,0,0,100,15
799,4115,1,0,0,1101,1
800,4115,2,0,0,505,617
801,4116,1,0,0,1003,1
802,4117,1,0,0,1002,2
803,4117,2,0,0,901,10
804,4118,1,0,0,1001,3
805,4118,2,0,0,100,15
806,4119,1,0,0,1101,1
807,4119,2,0,0,611,812
808,4120,1,0,0,1002,1
809,4121,1,0,0,1003,2
810,4121,2,0,0,1102,90
811,4122,1,0,0,1001,3
812,4122,2,0,0,100,15
813,4123,1,0,0,1300,2
814,4124,1,0,0,1003,1
815,4125,1,0,0,900,15
816,4125,2,0,0,611,5000
817,4126,1,0,0,1002,3
818,4126,2,0,0,503,10000
819,4127,1,0,0,1003,3
820,4127,2,0,0,1101,1
821,4128,1,0,0,1001,1
822,4129,1,101,2,600,3
823,4130,1,101,2,610,3
824,4131,1,101,3,620,2
825,4132,1,0,0,901,7
826,4133,1,0,0,1102,77
827,4133,2,0,0,504,7777
828,4134,1,0,0,701,7
829,4134,2,0,0,507,7777
830,4135,1,0,0,1101,1
831,4135,2,0,0,508,7777
832,4136,1,0,0,1002,1
833,4137,1,0,0,700,300
834,4137,2,0,0,504,10000
835,4138,1,0,0,1003,3
836,4138,2,0,0,610,10
837,4139,1,0,0,1102,90
838,4139,2,0,0,503,10000
839,4140,1,0,0,1001,1
840,4141,1,0,0,1003,2
841,4141,2,0,0,100,15
842,4142,1,0,0,901,5
843,4142,2,0,0,201,1000
844,4143,1,0,0,1002,3
845,4143,2,0,0,301,3000
846,5001,1,0,0,500,1
847,5002,1,0,0,100,30
848,5003,1,0,0,700,50
849,5004,1,0,0,201,2000
850,5005,1,0,0,601,5000
851,5006,1,0,0,611,5000
852,5007,1,0,0,621,1500
853,5008,1,0,0,502,30000
854,5009,1,0,0,503,30000
855,5010,1,0,0,1000,1
856,5011,1,0,0,1003,1
857,5012,1,0,0,1002,3
858,5013,1,0,0,1101,5
859,5014,1,0,0,1103,5
860,5015,1,103,10,1100,5
861,5016,1,103,10,1100,1
862,5017,1,0,0,504,2019
863,5018,1,0,0,1001,3
864,5019,1,0,0,300,1
865,5020,1,0,0,503,3000
866,5020,2,0,0,500,5
867,5021,1,0,0,1003,2
868,5021,2,103,1,1101,1
869,5022,1,0,0,401,5000
870,5023,1,100,0,100,40
871,5023,2,0,0,500,10
872,5024,1,0,0,900,10
873,5024,2,0,0,1001,1
874,5025,1,0,0,501,3
875,5026,1,0,0,503,10000
876,5026,2,0,0,500,10
877,5026,3,100,0,611,5000
878,5027,1,0,0,901,15
879,5027,2,0,0,501,6
880,5028,1,0,0,1100,5
881,5029,1,0,0,1100,3
882,5029,2,0,0,500,30
883,5029,3,100,0,700,100
884,5030,1,100,0,621,1500
885,5030,2,0,0,1003,1
886,5031,1,0,0,400,1
887,5031,2,100,0,200,1
888,5032,1,0,0,900,3
