---,Attribute,DamageValue,CrossBreakDamageRate,TAGComboStart,ArmorDamageValue,ShieldDamageValue,ShieldAreaDamageValue,MobDamageValue,MobBigDamageValue,MidStrongholdDamageValue,GuardStrongholdDamageValue,StrongholdDamageValue,DownValue,CrossBreakDownValueRate,HeadShotRate,CriticalHitRate,ScoreRate,ScoreRateNonPlayer,MyDamageRate,FriendDamageRate,VsBossDamageRate,VsBossDownValueRate,FlinchValue,ReactionType,DamageType,AbnormalStateType,AbnormalStateValue,AbnormalStateTime,BlowOffPowerValue,BlowOffType,BlowOffPitchDeg,BlowOffYawDeg,FlinchTime,KnockBackPowerValue,KnockBackPowerValueShield,PeculiarDamageType,PeculiarDamageValue,Mob3Damage,AttackHitStopTime,DamageHitStopTime,ShakeType,StrengthShake,ShakeRate
ATK_Pressure_Bullet01,Bomb,200,2,0,500,200,200,200,280,0,140,400,290,1,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Center,40,0,0,0,0,None,0,True,0,0,ImpactStatic,1,1
ATK_ShotGun_Bullet01,Bullet,12,2,0,10,10,10,20,4,0,2,6,16,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGun_Bullet02,Bullet,12,2,0,10,10,10,20,4,0,2,6,16,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGun_Bullet03,Bullet,12,2,0,10,10,10,20,2,0,1,6,16,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGun_Bullet04,Bullet,12,2,0,10,10,10,20,2,0,1,6,16,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGun_Bullet05,Bullet,12,2,0,10,10,10,20,2,0,1,6,16,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_BeamNet_Bullet01,Beam,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,Palsy,1000,2,0,Unit,0,0,0,0,0,None,0,False,0,0.02,ImpactDynamic,1.5,1
ATK_CoilGun_Bullet01,Bullet,50,2,0,50,50,50,150,100,0,50,150,200,1,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Palsy,1000,2.6,0,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactStatic,5,1
ATK_MachineGun_Type02_Bullet01,Bullet,18,2,0,17,20,20,40,22,0,9,25,30,1,0,1,1,1,1,1,2,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_BeamMagnum_Bullet01,Beam,120,2,0,140,200,230,180,200,0,100,240,185,1,0,1.2,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.06,DampedDynamic,2,1.5
ATK_7WayBeam_Bullet01,Beam,60,2,0,70,200,200,150,200,0,100,250,120,1,0,1,1,1,1,1,2,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,2500,2500,None,0,True,0,0.02,DampedStatic,0.5,1
ATK_MultipleGrenadeLauncher_Bullet01,Rocket,55,2,0,60,80,60,80,50,0,20,70,90,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.01,ImpactStatic,1,1
ATK_BeamMachineGun_Bullet01,Beam,20,2,0,20,20,20,20,30,0,20,40,40,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_GatlingGun_Type02_Bullet01,Bullet,20,2,0,19,18,18,25,15,0,9,32,25,1,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,2000,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_GatlingGun_Type02_Bullet02,Bullet,19,2,0,18,18,18,25,15,0,9,32,25,1,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_HealGun_Bullet01,Heal,0,2,0,30,0,0,0,0,0,0,0,0,1,0,1,0.45,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_PowerUpGun_Bullet01,Normal,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,BuffAtk,1000,6.5,0,Unit,0,0,0,0,0,UseException,1.5,False,0,0,None,1,1
ATK_GatlingGun_Bullet01,Bullet,21,2,0,16,22,18,20,8,0,6,16,25,1,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,2000,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_GatlingGun_Bullet02,Bullet,19,2,0,15,20,15,17,7,0,4,13,25,1,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_ReverseGun_Bullet01,Beam,20,2,0,15,40,40,10,15,0,10,20,48,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.07,ImpactDynamic,1,1
ATK_LaserRifle_Bullet01,Laser,50,2,0,50,50,50,45,35,0,25,50,100,1,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,RapidDynamic,1,1
ATK_HandGun_Type02_Bullet01,Bullet,19,2,0,16,15,15,20,14,0,7,27,22,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,2000,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_FlameThrower_Bullet01,Normal,12,2,0,12,14,14,15,11,0,7,14,32,1,0,1,1.1,1,1,1,2,1,0,None,InvincibleBlowOff,Burning,1000,10,0,Unit,0,0,0,0,0,UseException,0.4,False,0,0,ImpactStatic,0.1,0.7
ATK_IceGun_Bullet01,Normal,110,2,0,150,100,100,150,232,0,116,285,140,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,Freeze,1000,5,0,Unit,0,0,0,0,0,UseException,0.8,False,0,0.02,DampedDynamic,1,1
ATK_IceGun_Bullet02,Normal,75,2,0,75,75,75,0,0,0,0,0,94,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,DampedDynamic,1,1
ATK_HealLaser_Bullet01,Heal,7.5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_BeamRifle_Type02_Bullet01,Beam,105,2,0,125,150,150,140,130,0,60,160,156,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,ImpactStatic,1,1.2
ATK_RocketLauncher_Type02_Bullet01,Rocket,50,2,0,50,80,60,70,70,0,20,80,45,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.03,ImpactStatic,1,1
ATK_BothBeamRifle_Bullet01,Beam,270,2,0,300,180,180,150,400,0,200,425,500,1,0,1,1,1,1,1,1,1,1000,None,InvincibleBlowOff,None,0,0,7000,Unit,50,0,0.4,0,0,None,0,False,0,0.2,DampedDynamic,1,1
ATK_BothBeamRifle_Bullet02,Beam,270,2,0,300,180,180,150,400,0,200,425,500,1,0,1,1,1,1,1,1,1,1000,None,InvincibleBlowOff,None,0,0,7000,Unit,50,0,0.4,0,0,None,0,False,0,0.2,DampedDynamic,1,1
ATK_BothBeamRifle_Bullet03,Beam,75,2,0,100,100,100,100,130,0,65,157,170,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,7000,Unit,40,0,0.15,0,0,None,0,False,0,0.05,DampedStatic,1,1.5
ATK_BothBeamRifle_Bullet05,Beam,45,2,0,50,125,125,150,60,0,30,95,100,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.35,2000,0,None,0,False,0,0.02,DampedDynamic,1,1
ATK_PlasmaGun_Bullet01,Beam,25,2,0,25,45,45,25,30,0,10,110,40,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,DampedDynamic,2,1
ATK_BothHandsRocketLauncher_Bullet01,Rocket,50,2,0,50,25,25,50,60,0,30,110,65,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,4000,0,None,0,False,0,0.02,ImpactStatic,1,1
ATK_BothHandsRocketLauncher_Bullet02,Rocket,50,2,0,50,25,25,50,60,0,30,110,65,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,4000,0,None,0,False,0,0.02,ImpactStatic,1,1
ATK_GatlingGunAndRocketLauncher_Bullet01,Bullet,20,2,0,20,20,20,50,22,0,11,24,22,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.01,ImpactStatic,1,1
ATK_GatlingGunAndRocketLauncher_Bullet02,Bullet,15,2,0,17,17,17,22,14,0,7,19,23,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,DampedDynamic,1,1
ATK_GatlingGunAndRocketLauncher_Bullet03,Bullet,15,2,0,17,17,17,22,14,0,7,19,23,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,DampedDynamic,1,1
ATK_Cannon_Bullet01,Rocket,210,2,0,180,300,350,150,180,0,90,350,500,1,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Unit,20,0,0,0,0,None,0,False,0,0,ImpactDynamic,1,1
ATK_Cannon_Bullet02,Rocket,200,2,0,180,350,450,150,40,0,20,200,500,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,Unit,30,0,0,0,0,None,0,False,0,0,ImpactDynamic,1,1
ATK_TwinBastardRifle_Bullet01,Laser,50,2,0,50,500,100,100,400,0,200,550,200,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,RapidDynamic,1,1
ATK_BeamMachineGun_Type02_Bullet01,Beam,15,2,0,20,20,20,73,32,0,15,48,21,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_HarpoonGun_Bullet01,Bullet,200,2,0,200,500,500,290,600,0,300,600,2000,1,0,1,1,1,1,1,1,0.5,0,None,HarpoonBlowOff,None,0,0,30000,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactStatic,3,1
ATK_SnakeGun_Bullet01,Beam,25,2,0,35,35,35,25,25,0,20,20,80,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,DampedDynamic,1,1
ATK_SniperRifle_Bullet01,Beam,1500,2,0,800,1200,600,800,696,0,348,1000,2000,1,0,1,1,1,1,1,0.6,0.3,0,None,InvincibleBlowOff,None,0,0,10000,UnitXY,30,0,0,0,0,None,0,False,0,0.15,ImpactStatic,1.2,1.4
ATK_BeamMagnum_Type02_Bullet01,Beam,200,2,0,200,200,200,240,160,0,110,225,350,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.3,DampedStatic,1,1.5
ATK_Laser_Bullet01,Laser,75,2,0,90,90,90,50,28,0,21,42,112,1,0,1,1,1,1,1,0.6,0.6,350,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,500,0,None,0,False,0,0.05,RapidDynamic,1,1
ATK_TacticalNuclear_Bullet01,Rocket,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.2,0.2,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_SatelliteCannon_Bullet01,Laser,75,2,0,80,90,100,80,72,0,35,53,50,1,0,1,1,1,0,0,0.6,0.6,180,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.03,RapidDynamic,1,1
ATK_BoundBubble_Bullet01,Normal,145,2,0,160,200,250,500,166,0,83,200,380,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,500,0,None,0,True,0,0.01,None,1,1
ATK_BoundBubble_Bullet02,Normal,145,2,0,160,200,250,500,166,0,83,200,380,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,500,0,None,0,True,0,0.01,None,1,1
ATK_PowerUpGunType02_Bullet01,Normal,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,BuffBooster,1000,9,0,Unit,0,0,0,0,0,UseException,0.6,False,0,0,None,1,1
ATK_MobHijackJammer_Bullet01,Normal,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,MobHijack,0,False,0,0,None,1,1
ATK_RestraintWideShot_Bullet01,Beam,180,2,0,200,200,250,180,200,0,100,650,200,1,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,BondageAttack,1000,4.5,0,Unit,0,0,0,0,0,None,0,False,0,0.02,DampedDynamic,1,1
ATK_BeamHandGun_Bullet01,Beam,19,2,0,23,26,29,50,16,0,10,27,24,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_LaserRifleType02_Bullet01,Laser,50,2,0,50,50,50,45,35,0,25,50,100,1,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,RapidDynamic,1,1
ATK_ChargeSpreadLaser_Bullet01,Laser,220,2,0,220,165,32,150,34,0,17,38,600,1,0,1,1,1,1,1,0.2,0.2,0,None,InvincibleBlowOff,None,0,0,7000,Unit,40,0,0,0,0,None,0,True,0,0.2,RapidDynamic,1,1
ATK_ChargeSpreadLaser_Bullet02,Laser,220,0,0,220,165,32,150,34,0,17,38,600,1,0,1,1,1,1,1,0.2,0.2,0,None,InvincibleBlowOff,None,0,0,7000,Unit,40,0,0,0,0,None,0,True,0,0.2,RapidDynamic,1,1
ATK_BeamSaber_Grap01,BeamGrap,180,2,0,200,200,200,150,236,0,118,250,250,1,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,2500,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BeamSaber_Grap02,BeamGrap,170,2,0,200,200,200,80,218,0,109,170,188,1,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,3500,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BeamSaber_Grap03,BeamGrap,250,2,0,300,300,300,180,498,0,249,320,1000,1,0,1,1,1,1,1,3,1.2,0,None,InvincibleBlowOff,None,0,0,15000,OwnerXY,-10,0,0,0,0,None,0,False,0.05,0.05,DampedDynamic,10,5
ATK_Boomerang_Bullet01,Beam,33,2,0,39,110,80,55,95,0,40,125,45,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,3000,0,None,0,False,0,0.2,ImpactDynamic,1,1
ATK_Boomerang_Bullet01_Atk02,Beam,33,2,0,39,110,80,55,95,0,40,125,45,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,8500,0,None,0,False,0,0.2,ImpactDynamic,1,1
ATK_RocketPunch_Bullet01,Rocket,375,2,0,400,400,400,250,578,0,289,650,1000,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,Unit,25,0,0,0,0,None,0,False,0,0.1,ImpactStatic,3,1
ATK_Anchor_Bullet01,Normal,0,2,0,0,0,0,0,0,0,0,0,200,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactDynamic,1,1
ATK_Anchor_Grap01,Grap,200,2,0,150,200,200,100,150,0,100,200,250,1,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,50,0,0,0,0,None,0,False,0.1,0.1,ImpactDynamic,1,1
ATK_BeamSickle_Grap01,Grap,330,2,0,350,300,300,500,650,0,300,420,1000,1,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,15000,Owner,30,-10,0,0,0,None,0,False,0.25,0.25,ImpactDynamic,3,1
ATK_BeamSickle_Bullet01,Beam,70,2,0,80,100,100,150,90,0,35,120,110,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,ImpactStatic,1,1.2
ATK_Lance_Grap01,Grap,100,2,0,100,100,100,400,740,0,370,700,200,1,0,1,1,1,1,1,10,5,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0.1,0.1,DampedDynamic,8,1
ATK_Lance_Grap02,Grap,18,2,0,18,20,20,0,0,0,0,0,20,1,0,1,1,1,1,1,0.1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactRandom,1,1
ATK_Lance_Grap03,Grap,180,2,0,180,180,180,0,0,0,0,0,1000,1,0,1,1,1,1,1,0.1,1,0,None,InvincibleBlowOff,None,0,0,15000,OwnerXY,30,0,0,0,0,None,0,False,0,0,ImpactDynamic,5,1
ATK_DoubleRocketPunch_Bullet01,Rocket,280,2,0,300,450,500,460,290,0,200,460,500,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,10000,Unit,30,0,0.4,6000,0,None,0,False,0,0.12,ImpactStatic,3,1
ATK_DoubleRocketPunch_Bullet02,Rocket,280,2,0,300,450,500,460,290,0,200,460,500,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,10000,Unit,30,0,0.4,6000,0,None,0,False,0,0.12,ImpactStatic,3,1
ATK_Whip_Grap01,Grap,250,2,0,230,250,250,150,190,0,150,250,300,1,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,90,0,1.5,0,0,None,0,False,0.1,0.1,ImpactDynamic,1,1
ATK_TwinSwordGrapR01,Grap,250,2,0,250,200,200,280,150,0,100,180,220,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,0,0,None,0,False,0.1,0.1,ImpactStatic,2,2
ATK_TwinSwordGrapR02,Grap,60,2,0,60,150,150,210,125,0,80,100,84,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,0,0,None,0,False,0.003,0.003,ImpactStatic,2,2
ATK_TwinSwordGrapR03,Grap,60,2,0,60,125,125,175,125,0,80,100,84,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,0,0,None,0,False,0.003,0.003,ImpactStatic,2,2
ATK_TwinSwordGrapR04,Grap,80,2,0,80,100,100,140,125,0,80,150,112,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,2,0,0,None,0,False,0.003,0.003,ImpactStatic,0.3,1
ATK_TwinSwordGrapR05,Grap,300,2,0,300,300,300,420,220,0,170,380,1000,1,0,1,1,1,1,1,3,1,1000,None,InvincibleBlowOff,None,0,0,20000,OwnerXY,-70,0,1,5250,0,None,0,False,0.15,0.15,ImpactStatic,2,2
ATK_TwinSwordGrapL01,Grap,50,2,0,50,50,50,60,80,0,55,50,66,1,0,1,1,1,1,1,3,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,3000,0,None,0,False,0.001,0,RapidStatic,0.7,1
ATK_TwinSwordGrapL02,Grap,120,2,0,120,120,120,180,160,0,135,70,250,1,0,1,1,1,1,1,3,1,1000,BlowOff,InvincibleBlowOff,None,0,0,6000,OwnerXY,25,0,0,0,0,None,0,False,0.1,0.2,ImpactStatic,5,5
ATK_LargeSword_Grap01,Grap,100,2,0,100,80,80,100,180,0,90,280,100,1,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1.5,3000,0,None,0,True,0.03,0.01,DampedDynamic,3,3
ATK_LargeSword_Grap02,Grap,350,2,0,350,150,150,100,200,0,100,205,1000,1,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,15000,OwnerXY,35,0,0,0,0,None,0,True,0.03,0.03,ImpactDynamic,5,5
ATK_LargeSword_Bullet01,Beam,50,2,0,38,50,50,25,40,0,25,50,0,1,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,DampedStatic,0.5,1.2
ATK_Hammer_Grap01,Grap,1500,2,0,1500,1500,1500,300,225,0,150,300,375,1,0,1,1,1,1,1,1,1,1000,ShootUp,InvincibleBlowOff,None,0,0,0,Unit,80,0,1.6,0,0,None,0,False,0.07,0.07,RapidDynamic,1.2,1
